Donor,Donor_Group_Type,Donor_DAC_Country,Donor_EU_Country,as_of_date,Time_Period,Africa_Fragile_ODA_Constant Prices,Africa_Fragile_ODA_Current Prices,Africa_Fragile_ODA_National currency,Africa_ODA_Bilateral_Constant Prices,Africa_ODA_Bilateral_Current Prices,Africa_ODA_Bilateral_National currency,Africa_ODA_Constant Prices,Africa_ODA_Current Prices,Africa_ODA_National currency,Bilat_ODA_Ex_Debt_Relief_Constant Prices,Bilat_ODA_Ex_Debt_Relief_Current Prices,Bilat_ODA_Ex_Debt_Relief_National currency,Fragile_State_ODA_Bilateral_Constant Prices,Fragile_State_ODA_Bilateral_Current Prices,Fragile_State_ODA_Bilateral_National currency,Fragile_State_ODA_Constant Prices,Fragile_State_ODA_Current Prices,Fragile_State_ODA_National currency,GNI_Constant Prices,GNI_Current Prices,GNI_National currency,IA_Bilateral_ODA_Constant Prices,IA_Bilateral_ODA_Current Prices,IA_Bilateral_ODA_National currency,IA6_Debt_Relief_Constant Prices,IA6_Debt_Relief_Current Prices,IA6_Debt_Relief_National currency,IA82_In_Donor_Refugee_Cost_Constant Prices,IA82_In_Donor_Refugee_Cost_Current Prices,IA82_In_Donor_Refugee_Cost_National currency,IB_Multilateral_ODA_Constant Prices,IB_Multilateral_ODA_Current Prices,IB_Multilateral_ODA_National currency,LDC_ODA_Bilateral_Constant Prices,LDC_ODA_Bilateral_Current Prices,LDC_ODA_Bilateral_National currency,LDC_ODA_Constant Prices,LDC_ODA_Current Prices,LDC_ODA_Imputed_Multilateral_Constant Prices,LDC_ODA_Imputed_Multilateral_Current Prices,LDC_ODA_Imputed_Multilateral_National currency,LDC_ODA_National currency,SSA_ODA_Bilateral_Constant Prices,SSA_ODA_Bilateral_Current Prices,SSA_ODA_Bilateral_National currency,SSA_ODA_Constant Prices,SSA_ODA_Current Prices,SSA_ODA_National currency,Total_ODA_ONE_Constant Prices,Total_ODA_ONE_Current Prices,Total_ODA_ONE_National currency,Release
Netherlands,Donor,DAC,EU,2018-01-02,2015,903.52,903.52,NA,629.46,629.46,NA,1364.49,1364.49,NA,4117.32,4117.32,NA,577.65,577.65,NA,1358.07,1358.07,NA,764747.64,764747.64,NA,4162.86,4162.86,NA,45.54,45.54,NA,1325.72,1325.72,NA,1562.65,1562.65,NA,464.86,464.86,NA,1036.44,1036.44,571.58,571.58,NA,NA,611.92,611.92,NA,1276.45,1276.45,NA,5679.97,5679.97,NA,Final
Netherlands,Donor,DAC,EU,2018-01-02,2016,1015.33,1017.86,NA,661.03,662.68,NA,1486.82,1490.54,NA,3095.433,3103.15,NA,599.33,600.81,NA,1490.93,1494.63,NA,763616.571,765520.29,NA,3149.728,3157.58,NA,54.295,54.43,NA,432.771,433.85,NA,1804.182,1808.68,NA,505.39,506.65,NA,1181.77,1184.71,676.38,678.06,NA,NA,631.91,633.48,NA,1350.67,1354.05,NA,4899.615,4911.83,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2007,25.52,23.11,NA,11.37,10.33,NA,32.92,29.84,NA,272.984,247.08,NA,68.27,61.82,NA,98.53,89.2,NA,132643.785,120056.95,NA,272.984,247.08,NA,0,0,NA,14.252,12.9,NA,80.344,72.72,NA,61.01,55.25,NA,84.68,76.69,23.67,21.44,NA,NA,11.37,10.33,NA,31.35,28.41,NA,353.328,319.8,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2008,29.32,25.97,NA,16.08,14.27,NA,38.78,34.35,NA,313.743,277.78,NA,86.72,76.79,NA,115.62,102.4,NA,129306.758,114484.94,NA,313.743,277.78,NA,0,0,NA,13.712,12.14,NA,79.266,70.18,NA,82.66,73.21,NA,105.17,93.16,22.51,19.95,NA,NA,15.92,14.13,NA,35.32,31.29,NA,393.009,347.96,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2009,29.9,24.12,NA,12.07,9.73,NA,38.02,30.68,NA,279.931,225.99,NA,82.42,66.53,NA,116.27,93.87,NA,137946.683,111365.09,NA,279.931,225.99,NA,0,0,NA,11.755,9.49,NA,103.17,83.29,NA,89.12,71.95,NA,115.58,93.33,26.46,21.38,NA,NA,12.07,9.73,NA,37.06,29.91,NA,383.101,309.28,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2010,24.45,23.38,NA,11.17,10.7,NA,31.78,30.42,NA,283.258,271.23,NA,83.04,79.52,NA,106.87,102.3,NA,139972.408,134028.54,NA,283.258,271.23,NA,0,0,NA,13.169,12.61,NA,74.149,71,NA,68.62,65.73,NA,86.46,82.76,17.84,17.03,NA,NA,11.17,10.7,NA,30.36,29.05,NA,357.407,342.23,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2011,28.94,31.25,NA,14.12,15.23,NA,37.71,40.72,NA,305.335,329.59,NA,76.83,82.92,NA,108.96,117.64,NA,142305.097,153609.44,NA,305.335,329.59,NA,0,0,NA,12.803,13.82,NA,87.592,94.55,NA,75.05,81.02,NA,102.54,110.7,27.49,29.68,NA,NA,12.95,13.97,NA,35.1,37.89,NA,392.927,424.14,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2012,19.31,21.28,NA,6.33,6.98,NA,24.28,26.76,NA,327.593,361.54,NA,87,96.01,NA,114.12,125.92,NA,147167.237,162417.47,NA,327.593,361.54,NA,0,0,NA,17.452,19.26,NA,79.339,87.56,NA,91.13,100.57,NA,113.8,125.58,22.67,25.01,NA,NA,5.6,6.17,NA,22.28,24.54,NA,406.932,449.1,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2013,29.81,34.28,NA,3.86,4.45,NA,35.42,40.72,NA,304.871,350.54,NA,75.09,86.34,NA,116.3,133.72,NA,151525.708,174224,NA,304.871,350.54,NA,0,0,NA,16.951,19.49,NA,92.86,106.77,NA,75.89,87.27,NA,109.68,126.12,33.79,38.85,NA,NA,3.58,4.13,NA,33.79,38.86,NA,397.731,457.31,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2014,23.26,27.58,NA,10.42,12.34,NA,31.82,37.71,NA,344.649,409.09,NA,77.95,92.51,NA,106.99,126.98,NA,158244.052,187832.12,NA,344.649,409.09,NA,0,0,NA,16.698,19.82,NA,81.771,97.06,NA,95.48,113.33,NA,117.28,139.21,21.8,25.88,NA,NA,9.93,11.76,NA,29.96,35.53,NA,426.42,506.15,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2015,25.2,25.2,NA,8.38,8.38,NA,33.45,33.45,NA,358.06,358.06,NA,82.15,82.15,NA,114.84,114.84,NA,166605.74,166605.74,NA,358.06,358.06,NA,0,0,NA,16.66,16.66,NA,83.68,83.68,NA,113.41,113.41,NA,138.2,138.2,24.79,24.79,NA,NA,7.65,7.65,NA,31.25,31.25,NA,441.74,441.74,NA,Final
New Zealand,Donor,DAC,Non-EU,2018-01-02,2016,22.48,22.84,NA,8.27,8.38,NA,30.09,30.58,NA,351.662,357.87,NA,80.71,82.11,NA,109.93,111.83,NA,172121.513,175159.86,NA,351.662,357.87,NA,0,0,NA,16.42,16.71,NA,78.828,80.22,NA,111.37,113.34,NA,134.02,136.38,22.65,23.04,NA,NA,7.55,7.65,NA,27.62,28.06,NA,430.49,438.09,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2007,345.37,353.48,NA,654.81,677.28,NA,707,731.46,NA,5051.784,5313.2,NA,1620.89,1707.58,NA,1676.78,1765.77,NA,1424464.942,1505389.02,NA,5051.784,5313.2,NA,0,0,NA,33.947,39.81,NA,190.591,199.65,NA,1317.02,1378.87,NA,1360.32,1423.97,43.3,45.1,NA,NA,240.36,243.48,NA,284.47,289.27,NA,5242.375,5512.85,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2008,720.39,789.41,NA,1077.4,1180.38,NA,1154.78,1266.82,NA,7237.258,8021.37,NA,1250.45,1420.23,NA,1324.99,1503.45,NA,1554130.513,1791854.84,NA,7237.258,8021.37,NA,0,0,NA,83.739,109.25,NA,276.768,312.47,NA,599.7,682.24,NA,658.76,747.94,59.06,65.7,NA,NA,318.74,348.88,NA,381.7,419,NA,7514.026,8333.84,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2009,302.85,317.37,NA,351.03,368.6,NA,434.22,456.86,NA,5077.839,5400.46,NA,1104,1185.46,NA,1182.11,1268.3,NA,1780643.319,1899168.5,NA,5077.839,5400.46,NA,0,0,NA,55.097,64.07,NA,466.686,495.53,NA,438.95,470.84,NA,499.27,534.75,60.32,63.91,NA,NA,168.42,175.54,NA,241.61,253.12,NA,5544.525,5895.99,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2010,295.77,314.37,NA,314.85,335.39,NA,394.65,420.16,NA,4750.92,5244.33,NA,735.81,837.2,NA,819.96,926.9,NA,3146338.235,3702697.84,NA,4750.92,5244.33,NA,0,0,NA,52.553,66.6,NA,1063.572,1168.92,NA,387.58,432.03,NA,453.65,502.37,66.07,70.34,NA,NA,201.87,214.53,NA,271.84,288.83,NA,5814.492,6413.25,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2011,500.9,600.38,NA,525.77,622.78,NA,698.69,837.55,NA,6710.077,7704.58,NA,1097.62,1312.27,NA,1260.67,1516.19,NA,3312071.521,4118649.24,NA,6710.077,7704.58,NA,0,0,NA,173.035,213.5,NA,875.035,1041.77,NA,431.79,515.54,NA,562.48,679.4,130.69,163.86,NA,NA,279.11,337.47,NA,427.33,523.38,NA,7585.112,8746.35,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2012,986.83,1193.79,NA,951.33,1133.99,NA,1160.37,1400.96,NA,4237.842,4965.73,NA,2313.29,2766.85,NA,2521.9,3037.19,NA,3602681.941,4624166.19,NA,4237.842,4965.73,NA,0,0,NA,90.027,110.8,NA,955.796,1139.76,NA,600.43,700.53,NA,744.32,887.73,143.89,187.2,NA,NA,362.38,425.12,NA,541.11,657.57,NA,5193.638,6105.49,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2013,5110.68,5802.79,NA,5180.68,5834.09,NA,5452.57,6197.12,NA,13207.902,15038.62,NA,6864.42,7896.67,NA,7169.95,8314.31,NA,3943216.304,5112615.741,NA,13207.902,15038.62,NA,0,0,NA,71.233,87.53,NA,980.668,1217.75,NA,513.81,617.32,NA,743.15,930.89,229.34,313.57,NA,NA,313.82,386.78,NA,557.38,716.67,NA,14188.57,16256.37,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2014,3278.56,3667.33,NA,3894.34,4350.46,NA,4087.54,4580.84,NA,20534.933,23035.53,NA,5806.39,6574.54,NA,5989.35,6795,NA,4015445.484,4923271.82,NA,20697.783,23275.59,NA,162.85,240.06,NA,113.122,130.37,NA,1103.829,1286.76,NA,498.09,570.55,NA,636.23,736.76,138.14,166.21,NA,NA,271.51,317.8,NA,429.99,507.85,NA,21638.762,24322.29,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2015,3192.47,3192.47,NA,4379.89,4379.89,NA,4596.3,4596.3,NA,16339.91,16339.91,NA,7228.28,7228.28,NA,7448.03,7448.03,NA,4277632.472,4277632.472,NA,16755.95,16755.95,NA,416.04,416.04,NA,5.68,5.68,NA,793.01,793.01,NA,1848.76,1848.76,NA,2011.38,2011.38,162.62,162.62,NA,NA,763.21,763.21,NA,946.23,946.23,NA,17132.92,17132.92,NA,Final
"Non-DAC Countries, Total",Group,Group,Group,2018-01-02,2016,2283.29,2275.47,NA,2602.25,2593.99,NA,2842.56,2831.27,NA,12896.88,12612.45,NA,10066.92,9820.93,NA,10312.7,10063.37,NA,4314686.67,4237181.36,NA,13336.15,13037.39,NA,439.27,424.94,NA,69.116,67.39,NA,1492.933,1466.35,NA,1710.09,1693.37,NA,1891,1871.74,180.91,178.37,NA,NA,474.54,467.32,NA,664.7,654.87,NA,14389.813,14078.8,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2007,990.95,1108.44,NA,803.38,898.61,NA,1159.45,1296.89,NA,2528.212,2828.06,NA,1000.27,1118.89,NA,1411.08,1578.43,NA,350750.832,392350.13,NA,2583.165,2889.53,NA,54.953,61.47,NA,69.623,77.88,NA,755.676,845.3,NA,854.41,955.71,NA,1193.92,1335.46,339.51,379.75,NA,NA,747.71,836.34,NA,1091.13,1220.46,NA,3283.888,3673.36,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2008,966.45,1225.61,NA,797.28,1011.1,NA,1160.58,1471.81,NA,2393.625,3035.58,NA,983.97,1247.87,NA,1380.85,1751.18,NA,355291.233,450578.21,NA,2427.129,3078.07,NA,33.504,42.49,NA,111.355,141.22,NA,731.505,927.69,NA,833.27,1056.75,NA,1152.61,1461.71,319.34,404.96,NA,NA,731.02,927.07,NA,1072.89,1360.6,NA,3125.13,3963.27,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2009,979.6,1070.53,NA,823.36,899.81,NA,1199.36,1310.7,NA,2880.175,3147.55,NA,997.48,1090.07,NA,1416.53,1547.98,NA,352802.13,385553.8,NA,2894.88,3163.62,NA,14.705,16.07,NA,369.151,403.42,NA,839.662,917.61,NA,825.23,901.84,NA,1152.68,1259.68,327.45,357.84,NA,NA,744.09,813.18,NA,1093.46,1194.97,NA,3719.837,4065.16,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2010,942.97,1134.24,NA,783.07,941.92,NA,1158.47,1393.44,NA,2773.862,3336.44,NA,1016.38,1222.54,NA,1442.17,1734.69,NA,345812.205,415947.72,NA,2787.572,3352.93,NA,13.71,16.49,NA,278.813,335.36,NA,846.873,1018.63,NA,827.62,995.5,NA,1163.72,1399.75,336.1,404.25,NA,NA,701.32,843.6,NA,1050.02,1263.01,NA,3620.735,4355.07,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2011,932.08,1290.88,NA,773.54,1071.34,NA,1153.69,1597.81,NA,2555.988,3539.83,NA,919.63,1273.62,NA,1326.71,1837.39,NA,356271.539,493406.49,NA,2571.707,3561.6,NA,15.719,21.77,NA,190.047,263.2,NA,862.146,1194,NA,771.41,1068.34,NA,1099.51,1522.74,328.1,454.4,NA,NA,685.77,949.79,NA,1041.47,1442.41,NA,3418.134,4733.83,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2012,871.86,1202.98,NA,686.76,947.54,NA,1083.63,1495.17,NA,2537.827,3501.51,NA,819.25,1130.36,NA,1260.33,1738.95,NA,370658.257,511407.42,NA,2553.171,3522.68,NA,15.344,21.17,NA,164.388,226.81,NA,891.705,1230.31,NA,671.9,927.04,NA,1000.89,1381.03,328.99,453.99,NA,NA,616.01,849.92,NA,992.89,1369.97,NA,3429.532,4731.82,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2013,948.88,1328.18,NA,740.6,1036.61,NA,1133.35,1586.42,NA,3066.464,4292.117,NA,953.7,1334.88,NA,1400.75,1960.64,NA,371008.368,519298.91,NA,3083.398,4315.82,NA,16.934,23.703,NA,192.853,269.936,NA,904.154,1265.54,NA,752.45,1053.2,NA,1099.47,1538.98,347.02,485.78,NA,NA,676.37,946.71,NA,1049.75,1469.4,NA,3970.618,5557.657,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2014,927.11,1214.39,NA,718.78,941.49,NA,1132.03,1482.8,NA,2955.13,3870.76,NA,935.08,1224.83,NA,1389.69,1820.31,NA,388119.571,508376.2,NA,2969.063,3889.01,NA,13.933,18.25,NA,212.796,278.73,NA,913.796,1196.93,NA,736.88,965.19,NA,1084.54,1420.61,347.66,455.42,NA,NA,635.12,831.9,NA,1015.55,1330.23,NA,3868.926,5067.69,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2015,937.4,937.4,NA,665.73,665.73,NA,1104.6,1104.6,NA,3289.39,3289.39,NA,917.16,917.16,NA,1405.49,1405.49,NA,409057.33,409057.33,NA,3306.79,3306.79,NA,17.4,17.4,NA,462.89,462.89,NA,970.87,970.87,NA,727.91,727.91,NA,1096.47,1096.47,368.56,368.56,NA,NA,614.22,614.22,NA,1035.48,1035.48,NA,4260.26,4260.26,NA,Final
Norway,Donor,DAC,Non-EU,2018-01-02,2016,937.5,885.08,NA,659.42,622.57,NA,1127.39,1064.38,NA,3636.663,3433.4,NA,988.72,933.44,NA,1507.1,1422.84,NA,413638.083,390518.68,NA,3655.602,3451.28,NA,18.939,17.88,NA,847.287,799.93,NA,983.776,928.79,NA,697.8,658.8,NA,1096.54,1035.24,398.74,376.44,NA,NA,615.1,580.72,NA,1042.2,983.94,NA,4620.439,4362.19,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2007,59.47,69.05,NA,4,4.64,NA,84.73,98.38,NA,134.149,155.8,NA,3.08,3.56,NA,82.8,96.13,NA,308067.147,357789,NA,134.149,155.8,NA,0,0,NA,0,0,NA,178.319,207.1,NA,5.02,5.79,NA,64.48,74.85,59.46,69.06,NA,NA,3.64,4.22,NA,68.61,79.66,NA,312.468,362.9,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2008,73.68,100.57,NA,9.18,12.54,NA,102.56,140.03,NA,61.537,83.99,NA,11.57,15.79,NA,105.49,143.98,NA,362055.727,494156.48,NA,61.537,83.99,NA,0,0,NA,0,0,NA,211.413,288.55,NA,9.65,13.17,NA,82.87,113.09,73.22,99.92,NA,NA,9,12.29,NA,88.85,121.3,NA,272.95,372.54,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2009,74.41,82.83,NA,9.98,11.08,NA,118.94,132.41,NA,82.683,92.06,NA,16.19,18.03,NA,114.31,127.27,NA,376391.782,419077.58,NA,82.683,92.06,NA,0,0,NA,0,0,NA,254.022,282.83,NA,14.06,15.66,NA,90.34,100.58,76.28,84.92,NA,NA,9.33,10.36,NA,103.21,114.89,NA,336.705,374.89,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2010,74.16,86.58,NA,2.76,3.18,NA,105.84,123.51,NA,82.265,96.04,NA,9.37,10.91,NA,116.01,135.43,NA,387483.321,452364.9,NA,82.265,96.04,NA,0,0,NA,0,0,NA,241.305,281.71,NA,8.05,9.37,NA,92.15,107.59,84.1,98.22,NA,NA,2.6,3.01,NA,91.9,107.27,NA,323.57,377.75,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2011,56.45,69.26,NA,3,3.68,NA,98.26,120.54,NA,73.936,90.68,NA,11.59,14.19,NA,91.32,111.99,NA,404404.408,495985.96,NA,73.936,90.68,NA,0,0,NA,0,0,NA,266.45,326.79,NA,9.93,12.17,NA,70.97,87.04,61.04,74.87,NA,NA,2.32,2.84,NA,73.93,90.69,NA,340.386,417.47,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2012,68.78,78.62,NA,2.97,3.38,NA,111.17,127.09,NA,97.556,111.55,NA,13.38,15.28,NA,101.41,115.93,NA,409529.375,468274.8,NA,97.556,111.55,NA,0,0,NA,0,0,NA,270.682,309.51,NA,10.23,11.69,NA,67.81,77.55,57.58,65.86,NA,NA,2.44,2.78,NA,76.73,87.72,NA,368.238,421.06,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2013,102.45,120.9,NA,37.29,44,NA,144.9,171,NA,107.7,127.11,NA,43.52,51.34,NA,136.07,160.58,NA,429473.353,506874.6,NA,107.7,127.11,NA,0,0,NA,0,0,NA,305.035,360.01,NA,39.51,46.6,NA,105.74,124.78,66.23,78.18,NA,NA,36.8,43.42,NA,116.04,136.92,NA,412.735,487.12,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2014,107.94,128.22,NA,34.57,41.06,NA,153.24,182.03,NA,69.256,82.28,NA,37.77,44.83,NA,142.63,169.39,NA,444129.344,527653.05,NA,69.256,82.28,NA,0,0,NA,0,0,NA,311.07,369.57,NA,34.3,40.73,NA,109.51,130.05,75.21,89.32,NA,NA,34.09,40.49,NA,121.31,144.08,NA,380.326,451.85,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2015,120.33,120.33,NA,43.3,43.3,NA,166.46,166.46,NA,100.19,100.19,NA,49.45,49.45,NA,164.46,164.46,NA,460044.56,460044.56,NA,100.19,100.19,NA,0,0,NA,9.29,9.29,NA,340.71,340.71,NA,44.25,44.25,NA,125.11,125.11,80.86,80.86,NA,NA,42.92,42.92,NA,135.67,135.67,NA,440.9,440.9,NA,Final
Poland,Donor,DAC,EU,2018-01-02,2016,190.17,182.42,NA,83.68,80.27,NA,259.06,248.47,NA,154.285,148.01,NA,95.6,91.71,NA,260.21,249.59,NA,469821.585,450712.71,NA,155.307,148.99,NA,1.022,0.98,NA,6.025,5.78,NA,535.75,513.96,NA,73.69,70.7,NA,190.63,182.86,116.94,112.16,NA,NA,82.18,78.84,NA,204.25,195.9,NA,690.035,661.97,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2007,114.43,130.52,NA,123.37,140.73,NA,205.32,234.21,NA,236.346,269.63,NA,104.27,118.95,NA,188.42,214.96,NA,187816.835,214267.08,NA,236.819,270.17,NA,0.473,0.54,NA,0.368,0.42,NA,175.635,200.37,NA,114.62,130.76,NA,180.34,205.74,65.72,74.98,NA,NA,108.94,124.26,NA,178.53,203.64,NA,411.981,470,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2008,125.49,153.47,NA,200.28,244.93,NA,296.29,362.33,NA,304.899,372.87,NA,100.48,122.88,NA,198.15,242.32,NA,187609.472,229433.43,NA,305.308,373.37,NA,0.409,0.5,NA,0.286,0.35,NA,201.794,246.78,NA,109.96,134.48,NA,189.24,231.42,79.28,96.94,NA,NA,121.67,148.79,NA,207.95,254.3,NA,506.693,619.65,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2009,116.62,139.19,NA,143.85,171.69,NA,231.22,275.98,NA,254.875,304.23,NA,102.97,122.9,NA,181.34,216.49,NA,183396.139,218909.07,NA,231.711,276.58,NA,-23.164,-27.65,NA,0.226,0.27,NA,197.815,236.12,NA,114.24,136.36,NA,176.6,210.86,62.36,74.5,NA,NA,125.99,150.38,NA,199.5,238.13,NA,452.69,540.35,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2010,175.05,199.97,NA,253.18,289.28,NA,353.05,403.36,NA,346.602,396.03,NA,144.82,165.46,NA,247.62,282.85,NA,193385.557,220963.84,NA,346.646,396.08,NA,0.044,0.05,NA,0.236,0.27,NA,221.318,252.88,NA,167.24,191.08,NA,250.11,285.73,82.87,94.65,NA,NA,252.65,288.68,NA,340.87,389.46,NA,567.92,648.91,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2011,230.66,275.92,NA,340.64,407.45,NA,409.17,489.42,NA,398.821,477.09,NA,214.8,256.92,NA,276.59,330.86,NA,191551.422,229143.48,NA,398.88,477.16,NA,0.059,0.07,NA,0.309,0.37,NA,192.819,230.66,NA,239.09,285.99,NA,287.81,344.27,48.72,58.28,NA,NA,340.01,406.71,NA,394.1,471.42,NA,591.64,707.75,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2012,123.29,135.75,NA,311.61,343.22,NA,375.43,413.51,NA,360.69,397.28,NA,103.69,114.19,NA,159.04,175.15,NA,187963.925,207031.61,NA,360.69,397.28,NA,0,0,NA,0.754,0.83,NA,166.6,183.5,NA,123.09,135.57,NA,160.38,176.62,37.29,41.05,NA,NA,258.46,284.68,NA,303.18,333.93,NA,527.29,580.78,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2013,93.19,108.42,NA,212.03,246.7,NA,269.71,313.79,NA,260.249,302.8,NA,73.14,85.12,NA,122.57,142.61,NA,185129.959,215399.09,NA,260.249,302.8,NA,0,0,NA,1.341,1.56,NA,159.45,185.52,NA,87.34,101.62,NA,123.1,143.21,35.76,41.59,NA,NA,211.61,246.21,NA,254.54,296.14,NA,419.699,488.32,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2014,74.72,87.5,NA,167.99,196.79,NA,229.08,268.33,NA,210.371,246.44,NA,52.07,60.98,NA,106.21,124.37,NA,193786.198,227011.81,NA,210.371,246.44,NA,0,0,NA,0.785,0.92,NA,156.882,183.78,NA,62.63,73.37,NA,101.57,118.95,38.94,45.58,NA,NA,167.27,195.95,NA,212.54,248.95,NA,367.253,430.22,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2015,50.09,50.09,NA,105.2,105.2,NA,163.54,163.54,NA,146,146,NA,28.83,28.83,NA,81.36,81.36,NA,194726.64,194726.64,NA,146,146,NA,0,0,NA,2.81,2.81,NA,162.04,162.04,NA,52.71,52.71,NA,89.93,89.93,37.22,37.22,NA,NA,93.51,93.51,NA,136.79,136.79,NA,308.04,308.04,NA,Final
Portugal,Donor,DAC,EU,2018-01-02,2016,65.75,66.5,NA,71.49,72.36,NA,154.22,156.02,NA,123.272,124.77,NA,38.44,38.9,NA,111.73,113.03,NA,197871.725,200276.64,NA,123.272,124.77,NA,0,0,NA,4.278,4.33,NA,215.679,218.3,NA,45.35,45.9,NA,98.45,99.61,53.1,53.71,NA,NA,62.83,63.59,NA,119.97,121.36,NA,338.951,343.07,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2008,27.22,29.84,NA,0.05,0.06,NA,39.09,42.84,NA,24.368,26.68,NA,0.39,0.43,NA,39.72,43.52,NA,125128.13,137e3,NA,24.368,26.68,NA,0,0,NA,0,0,NA,87.845,96.18,NA,0.3,0.33,NA,30.79,33.74,30.49,33.41,NA,NA,0,0,NA,33.42,36.63,NA,112.213,122.86,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2009,28.46,30.08,NA,0.05,0.05,NA,47.93,50.63,NA,31.981,33.77,NA,0.38,0.4,NA,43.3,45.76,NA,189402.654,2e5,NA,31.981,33.77,NA,0,0,NA,0,0,NA,112.477,118.77,NA,0.18,0.19,NA,33.58,35.46,33.4,35.27,NA,NA,0.05,0.05,NA,41.07,43.38,NA,144.458,152.54,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2010,24.3,25.89,NA,0.63,0.65,NA,35.32,37.61,NA,25.04,26.67,NA,1.5,1.58,NA,37.18,39.62,NA,150254.245,160036.3,NA,25.04,26.67,NA,0,0,NA,0,0,NA,82.236,87.59,NA,0.24,0.24,NA,28.34,30.18,28.1,29.94,NA,NA,0.4,0.41,NA,30.34,32.3,NA,107.276,114.26,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2011,24.95,28.17,NA,1.68,1.88,NA,44.28,50,NA,25.297,28.56,NA,2.3,2.59,NA,37.8,42.66,NA,165904.72,187306.435,NA,25.297,28.56,NA,0,0,NA,0,0,NA,119.832,135.29,NA,0.87,0.97,NA,28.08,31.66,27.21,30.69,NA,NA,1.24,1.4,NA,33.18,37.49,NA,145.129,163.85,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2012,25.75,28.36,NA,4.08,4.46,NA,43.94,48.41,NA,29.946,32.99,NA,3.22,3.53,NA,35.44,39.06,NA,151262.817,166640,NA,29.946,32.99,NA,0,0,NA,0,0,NA,99.323,109.42,NA,1.02,1.1,NA,22.01,24.27,20.99,23.17,NA,NA,1.7,1.84,NA,28.86,31.79,NA,129.269,142.41,NA,Final
Romania,Donor,Non-DAC,EU,2018-01-02,2013,23.34,25.83,NA,0.99,1.08,NA,38.51,42.6,NA,18.206,20.15,NA,1.9,2.11,NA,33.96,37.59,NA,163399.949,180846,NA,18.206,20.15,NA,0,0,NA,0,0,NA,102.777,113.75,NA,0.52,0.56,NA,23.37,25.82,22.85,25.26,NA,NA,0.52,0.56,NA,27.95,30.9,NA,120.983,133.9,NA,Final
