"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","Population_Constant Prices","Population_Current Prices","Population_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_ONE_Constant Prices","Total_ODA_ONE_Current Prices","Total_ODA_ONE_National currency"
"Romania","Donor","Non-DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.07,154.545165,NA,NA,NA,NA,NA,NA,NA,185250,752022.375,NA,38.07,154.545165,NA,0,0,NA,0.33,1.339635,NA,160.13,650.047735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.12,0,NA,NA,NA,NA,NA,NA,NA,198.2,804.5929
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2010,0,NA,NA,0,NA,NA,0,NA,NA,231.114309,NA,NA,0,NA,NA,0,NA,NA,1095193.615603,NA,NA,231.114309,NA,NA,0,NA,NA,0,NA,NA,130.228408,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,361.342717,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2011,61.62,NA,NA,23.15,NA,NA,84.71,NA,NA,168.255633,NA,NA,38.96,NA,NA,101.5,NA,NA,1148168.527641,NA,NA,168.255633,NA,NA,0,NA,NA,0,NA,NA,166.988816,NA,NA,13.59,NA,NA,65.09,NA,51.5,NA,NA,NA,0,NA,NA,16.91,NA,NA,75.61,NA,NA,335.244449,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2012,66.41,NA,NA,17.47,NA,NA,84.71,NA,NA,133.796627,NA,NA,35.69,NA,NA,109.58,NA,NA,1215037.108171,NA,NA,133.796627,NA,NA,0,NA,NA,0,NA,NA,155.97455,NA,NA,6.83,NA,NA,59.06,NA,52.23,NA,NA,NA,0,NA,NA,16.94,NA,NA,82.31,NA,NA,289.771177,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2013,128.85,NA,NA,42.92,NA,NA,144.15,NA,NA,220.859005,NA,NA,77.16,NA,NA,209.23,NA,NA,1279790.211473,NA,NA,220.859005,NA,NA,0,NA,NA,0,NA,NA,214.730984,NA,NA,36.62,NA,NA,135.37,NA,98.75,NA,NA,NA,0,NA,NA,39.16,NA,NA,138.18,NA,NA,435.589989,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2014,54.86,NA,NA,32.91,NA,NA,68.67,NA,NA,285.071809,NA,NA,57.84,NA,NA,98.27,NA,NA,1210512.190322,NA,NA,447.92153,NA,NA,162.849721,NA,NA,0,NA,NA,146.229634,NA,NA,24.03,NA,NA,54.09,NA,30.06,NA,NA,NA,0,NA,NA,28.06,NA,NA,60.63,NA,NA,431.301443,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2015,67.85,NA,NA,18.61,NA,NA,82.15,NA,NA,486.1,NA,NA,70.04,NA,NA,144,NA,NA,1283796,NA,NA,902.14,NA,NA,416.04,NA,NA,0,NA,NA,259.26,NA,NA,21.77,NA,NA,76.26,NA,54.49,NA,NA,NA,0,NA,NA,15.7,NA,NA,74.93,NA,NA,745.36,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.488616,NA,NA,NA,NA,NA,NA,NA,NA,1290809.604116,NA,NA,787.758763,NA,NA,439.270147,NA,NA,0,NA,NA,269.284778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,617.773394,NA,NA
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2010,NA,0,NA,NA,0,NA,NA,0,NA,NA,302.14,9172.9704,NA,0,NA,NA,0,NA,NA,1431766.82,43468440.6552,NA,302.14,9172.9704,NA,0,0,NA,0,0,NA,170.25,5168.79,NA,0,NA,NA,0,NA,0,NA,NA,NA,142.91,0,NA,0,NA,NA,0,NA,NA,472.39,14341.7604
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2011,NA,88.09,NA,NA,33.08,NA,NA,121.06,NA,NA,240.4,7740.88,NA,55.66,NA,NA,145.06,NA,NA,1640478.3,52823401.26,NA,240.4,7740.88,NA,0,0,NA,0,0,NA,238.59,7682.598,NA,19.41,NA,NA,93.01,NA,73.6,NA,NA,NA,0,0,NA,24.16,NA,NA,108.07,NA,NA,478.99,15423.478
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2012,NA,106.59,NA,NA,28.09,NA,NA,136.03,NA,NA,214.71,6666.380493,NA,57.29,NA,NA,175.84,NA,NA,1949829.56,60538893.127748,NA,214.71,6666.380493,NA,0,0,NA,0,0,NA,250.3,7771.38949,NA,10.97,NA,NA,94.77,NA,83.8,NA,NA,NA,0,0,NA,27.22,NA,NA,132.15,NA,NA,465.01,14437.769983
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2013,NA,211.05,NA,NA,70.3,NA,NA,236.09,NA,NA,361.85,11529.19233,NA,126.41,NA,NA,342.77,NA,NA,2096777.03,66807090.374454,NA,361.85,11529.19233,NA,0,0,NA,0,0,NA,351.81,11209.299858,NA,59.99,NA,NA,221.76,NA,161.77,NA,NA,NA,0,0,NA,64.14,NA,NA,226.31,NA,NA,713.66,22738.492188
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2014,NA,80.88,NA,NA,48.5,NA,NA,101.24,NA,NA,420.23,16218.440666,NA,85.26,NA,NA,144.91,NA,NA,1784440,68869034.248,NA,660.29,25483.364318,NA,240.06,9264.923652,NA,0,0,NA,215.56,8319.365752,NA,35.42,NA,NA,79.76,NA,44.34,NA,NA,NA,0,0,NA,41.35,NA,NA,89.4,NA,NA,635.79,24537.806418
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2015,NA,67.85,NA,NA,18.61,NA,NA,82.15,NA,NA,486.1,29779.70125,NA,70.04,NA,NA,144,NA,NA,1283796,78648552.45,NA,902.14,55267.35175,NA,416.04,25487.6505,NA,0,0,NA,259.26,15882.91575,NA,21.77,NA,NA,76.26,NA,54.49,NA,NA,NA,0,0,NA,15.7,NA,NA,74.93,NA,NA,745.36,45662.617
"Russia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337.12,22603.794864,NA,NA,NA,NA,NA,NA,NA,1248700,83724960.39,NA,762.06,51095.894382,NA,424.94,28492.099518,NA,0,0,NA,260.5,17466.44685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,597.62,40070.241714
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2007,0,NA,NA,61.74,NA,NA,61.74,NA,NA,1457.545076,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1457.545076,NA,NA,0,NA,NA,0,NA,NA,23.835452,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1481.380528,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2008,0,NA,NA,19.89,NA,NA,19.89,NA,NA,4528.670147,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4528.670147,NA,NA,0,NA,NA,0,NA,NA,18.714419,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4547.384566,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2009,0,NA,NA,47.05,NA,NA,47.05,NA,NA,2769.663426,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2769.663426,NA,NA,0,NA,NA,0,NA,NA,198.029945,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2967.693371,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2010,0,NA,NA,27.29,NA,NA,27.29,NA,NA,2694.97791,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,2694.97791,NA,NA,0,NA,NA,0,NA,NA,571.972663,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3266.950573,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2011,0,NA,NA,12.84,NA,NA,12.84,NA,NA,4227.89179,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4227.89179,NA,NA,0,NA,NA,0,NA,NA,284.8627,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4512.75449,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2012,0,NA,NA,42.29,NA,NA,42.29,NA,NA,868.80809,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,868.80809,NA,NA,0,NA,NA,0,NA,NA,310.204964,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1179.013054,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2013,0,NA,NA,42.45,NA,NA,42.45,NA,NA,4868.179314,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4868.179314,NA,NA,0,NA,NA,0,NA,NA,266.830745,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,5135.010059,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2014,0,NA,NA,6.99,NA,NA,6.99,NA,NA,11956.604778,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,11956.604778,NA,NA,0,NA,NA,0,NA,NA,326.1047,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,12282.709478,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",2015,2015,0,NA,NA,1141.17,NA,NA,1141.17,NA,NA,6732.42,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6732.42,NA,NA,0,NA,NA,0,NA,NA,25.8,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,6758.22,NA,NA
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2007,NA,0,NA,NA,64.63,NA,NA,64.63,NA,NA,1525.7,5718.3236,NA,0,NA,NA,0,NA,NA,0,0,NA,1525.7,5718.3236,NA,0,0,NA,0,0,NA,24.95,93.5126,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,1550.65,5811.8362
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2008,NA,0,NA,NA,21.78,NA,NA,21.78,NA,NA,4958.34,18593.775,NA,0,NA,NA,0,NA,NA,0,0,NA,4958.34,18593.775,NA,0,0,NA,0,0,NA,20.49,76.8375,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,4978.83,18670.6125
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2009,NA,0,NA,NA,49.68,NA,NA,49.68,NA,NA,2924.63,10967.3625,NA,0,NA,NA,0,NA,NA,0,0,NA,2924.63,10967.3625,NA,0,0,NA,0,0,NA,209.11,784.1625,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,3133.74,11751.525
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2010,NA,0,NA,NA,29.07,NA,NA,29.07,NA,NA,2870.43,10763.825457,NA,0,NA,NA,0,NA,NA,0,0,NA,2870.43,10763.825457,NA,0,0,NA,0,0,NA,609.21,2284.476579,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,3479.64,13048.302036
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2011,NA,0,NA,NA,14.5,NA,NA,14.5,NA,NA,4773.29,17899.8375,NA,0,NA,NA,0,NA,NA,0,0,NA,4773.29,17899.8375,NA,0,0,NA,0,0,NA,321.61,1206.0375,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,5094.9,19105.875
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2012,NA,0,NA,NA,46.59,NA,NA,46.59,NA,NA,957.13,3589.2375,NA,0,NA,NA,0,NA,NA,0,0,NA,957.13,3589.2375,NA,0,0,NA,0,0,NA,341.74,1281.525,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,1298.87,4870.7625
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2013,NA,0,NA,NA,46.98,NA,NA,46.98,NA,NA,5387.95,20204.8125,NA,0,NA,NA,0,NA,NA,0,0,NA,5387.95,20204.8125,NA,0,0,NA,0,0,NA,295.32,1107.45,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,5683.27,21312.2625
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2014,NA,0,NA,NA,7.76,NA,NA,7.76,NA,NA,13271.97,49769.8875,NA,0,NA,NA,0,NA,NA,0,0,NA,13271.97,49769.8875,NA,0,0,NA,0,0,NA,361.98,1357.425,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,13633.95,51127.3125
"Saudi Arabia","Donor","Non-DAC","Non-EU","2017-05-16",NA,2015,NA,0,NA,NA,1141.17,NA,NA,1141.17,NA,NA,6732.42,25246.575,NA,0,NA,NA,0,NA,NA,0,0,NA,6732.42,25246.575,NA,0,0,NA,0,0,NA,25.8,96.75,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,NA,6758.22,25343.325
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2007,29,NA,NA,18.55,NA,NA,35.58,NA,NA,26.399363,NA,NA,18.52,NA,NA,35.44,NA,NA,69114.22112,NA,NA,26.399363,NA,NA,0,NA,NA,0,NA,NA,37.906042,NA,NA,18.46,NA,NA,31.15,NA,12.69,NA,NA,NA,0,NA,NA,17.1,NA,NA,30.89,NA,NA,64.305405,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2008,33.75,NA,NA,21.08,NA,NA,39.16,NA,NA,33.342041,NA,NA,21.46,NA,NA,39.73,NA,NA,74968.827193,NA,NA,33.342041,NA,NA,0,NA,NA,0,NA,NA,41.681635,NA,NA,21.04,NA,NA,35.29,NA,14.25,NA,NA,NA,0,NA,NA,21.01,NA,NA,36.54,NA,NA,75.023676,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2009,11.98,NA,NA,0.2,NA,NA,19.71,NA,NA,16.358741,NA,NA,1.42,NA,NA,19.24,NA,NA,71886.065816,NA,NA,16.358741,NA,NA,0,NA,NA,0,NA,NA,45.842422,NA,NA,0.57,NA,NA,14.46,NA,13.89,NA,NA,NA,0,NA,NA,0.2,NA,NA,17.05,NA,NA,62.201163,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2010,15.62,NA,NA,1.75,NA,NA,21.54,NA,NA,17.211227,NA,NA,2.19,NA,NA,22.71,NA,NA,74471.786462,NA,NA,17.211227,NA,NA,0,NA,NA,0,NA,NA,46.411618,NA,NA,1.21,NA,NA,17.35,NA,16.14,NA,NA,NA,0,NA,NA,1.75,NA,NA,18.96,NA,NA,63.622845,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2011,12.59,NA,NA,1.92,NA,NA,20.65,NA,NA,17.334611,NA,NA,2.94,NA,NA,18.61,NA,NA,76202.578332,NA,NA,17.334611,NA,NA,0,NA,NA,0,NA,NA,52.246502,NA,NA,1.62,NA,NA,13.66,NA,12.04,NA,NA,NA,0,NA,NA,1.82,NA,NA,15.96,NA,NA,69.581113,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2012,15.76,NA,NA,2.63,NA,NA,24.32,NA,NA,16.375162,NA,NA,3.2,NA,NA,21.27,NA,NA,77706.893824,NA,NA,16.375162,NA,NA,0,NA,NA,0,NA,NA,52.478291,NA,NA,1.48,NA,NA,13.29,NA,11.81,NA,NA,NA,0,NA,NA,2.27,NA,NA,17.61,NA,NA,68.853453,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2013,16.34,NA,NA,2.42,NA,NA,24.41,NA,NA,13.457705,NA,NA,4.53,NA,NA,25.04,NA,NA,76704.400896,NA,NA,13.457705,NA,NA,0,NA,NA,0.798973,NA,NA,58.141947,NA,NA,2.79,NA,NA,17.43,NA,14.64,NA,NA,NA,0,NA,NA,2.09,NA,NA,18.91,NA,NA,71.599652,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2014,14.94,NA,NA,1.65,NA,NA,23.11,NA,NA,13.664937,NA,NA,2.29,NA,NA,21.36,NA,NA,80637.13612,NA,NA,13.664937,NA,NA,0,NA,NA,0.825903,NA,NA,55.75261,NA,NA,1.01,NA,NA,14.68,NA,13.67,NA,NA,NA,0,NA,NA,1.53,NA,NA,17.37,NA,NA,69.417547,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2015,18.42,NA,NA,1.59,NA,NA,27.06,NA,NA,17.2,NA,NA,2.46,NA,NA,27.4,NA,NA,83857.49,NA,NA,17.2,NA,NA,0,NA,NA,1.74,NA,NA,67.71,NA,NA,0.93,NA,NA,18.54,NA,17.61,NA,NA,NA,0,NA,NA,1.59,NA,NA,21.58,NA,NA,84.91,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",2015,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.280147,NA,NA,NA,NA,NA,NA,NA,NA,88058.708863,NA,NA,20.370638,NA,NA,0.090491,NA,NA,1.337263,NA,NA,87.32428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,107.604427,NA,NA
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2007,NA,30.3,NA,NA,19.4,NA,NA,37.15,NA,NA,27.6,22.610003,NA,19.36,NA,NA,37,NA,NA,72257.52,59193.577157,NA,27.6,22.610003,NA,0,0,NA,0,0,NA,39.63,32.465015,NA,19.3,NA,NA,32.52,NA,13.22,NA,NA,NA,5.4,0,NA,17.88,NA,NA,32.25,NA,NA,67.23,55.075018
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2008,NA,41.34,NA,NA,25.82,NA,NA,47.97,NA,NA,40.82,29.365581,NA,26.29,NA,NA,48.69,NA,NA,91782.85,66027.848027,NA,40.82,29.365581,NA,0,0,NA,0,0,NA,51.03,36.710574,NA,25.77,NA,NA,43.22,NA,17.45,NA,NA,NA,5.4,0,NA,25.73,NA,NA,44.75,NA,NA,91.85,66.076155
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2009,NA,14.52,NA,NA,0.24,NA,NA,23.89,NA,NA,19.83,14.239923,NA,1.73,NA,NA,23.33,NA,NA,87140,62575.234,NA,19.83,14.239923,NA,0,0,NA,0,0,NA,55.57,39.904817,NA,0.69,NA,NA,17.55,NA,16.86,NA,NA,NA,5.4,0,NA,0.24,NA,NA,20.67,NA,NA,75.4,54.14474
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2010,NA,18.08,NA,NA,2.03,NA,NA,24.94,NA,NA,19.94,15.0547,NA,2.54,NA,NA,26.29,NA,NA,86279,65140.645,NA,19.94,15.0547,NA,0,0,NA,0,0,NA,53.77,40.59635,NA,1.4,NA,NA,20.09,NA,18.69,NA,NA,NA,5.4,0,NA,2.03,NA,NA,21.94,NA,NA,73.71,55.65105
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2011,NA,15.57,NA,NA,2.38,NA,NA,25.52,NA,NA,21.43,15.412456,NA,3.64,NA,NA,23.02,NA,NA,94205.82,67752.825744,NA,21.43,15.412456,NA,0,0,NA,0,0,NA,64.59,46.453128,NA,2.01,NA,NA,16.9,NA,14.89,NA,NA,NA,5.4,0,NA,2.26,NA,NA,19.74,NA,NA,86.02,61.865584
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2012,NA,18.23,NA,NA,3.04,NA,NA,28.14,NA,NA,18.95,14.7431,NA,3.69,NA,NA,24.57,NA,NA,89925.56,69962.08568,NA,18.95,14.7431,NA,0,0,NA,0,0,NA,60.73,47.24794,NA,1.7,NA,NA,15.34,NA,13.64,NA,NA,NA,5.4,0,NA,2.62,NA,NA,20.37,NA,NA,79.68,61.99104
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2013,NA,19.63,NA,NA,2.9,NA,NA,29.36,NA,NA,16.17,12.179244,NA,5.43,NA,NA,30.09,NA,NA,92163.57,69417.600924,NA,16.17,12.179244,NA,0,0,NA,0.96,0.723072,NA,69.86,52.618552,NA,3.34,NA,NA,20.93,NA,17.59,NA,NA,NA,5.41,0,NA,2.5,NA,NA,22.74,NA,NA,86.03,64.797796
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2014,NA,17.87,NA,NA,1.94,NA,NA,27.61,NA,NA,16.38,12.345606,NA,2.7,NA,NA,25.53,NA,NA,96658.79,72851.730023,NA,16.38,12.345606,NA,0,0,NA,0.99,0.746163,NA,66.83,50.369771,NA,1.17,NA,NA,17.51,NA,16.34,NA,NA,NA,5.42,0,NA,1.8,NA,NA,20.74,NA,NA,83.21,62.715377
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2015,NA,18.42,NA,NA,1.59,NA,NA,27.06,NA,NA,17.2,15.5058,NA,2.46,NA,NA,27.4,NA,NA,83857.49,75597.527235,NA,17.2,15.5058,NA,0,0,NA,1.74,1.56861,NA,67.71,61.040565,NA,0.93,NA,NA,18.54,NA,17.61,NA,NA,NA,5.43,0,NA,1.59,NA,NA,21.58,NA,NA,84.91,76.546365
"Slovak Republic","Donor","DAC","EU","2017-05-16",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.17,18.239731,NA,NA,NA,NA,NA,NA,NA,87580.44,79198.991892,NA,20.26,18.321118,NA,0.09,0.081387,NA,1.33,1.202719,NA,86.85,78.538455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,0,NA,NA,NA,NA,NA,NA,NA,107.02,96.778186
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2007,0,NA,NA,0,NA,NA,0,NA,NA,19.325154,NA,NA,0,NA,NA,0,NA,NA,40558.185162,NA,NA,19.325154,NA,NA,0,NA,NA,0,NA,NA,29.52003,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,48.845184,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2008,9.82,NA,NA,0.65,NA,NA,14.04,NA,NA,24.005178,NA,NA,1.18,NA,NA,14.4,NA,NA,42895.400626,NA,NA,24.005178,NA,NA,0,NA,NA,0,NA,NA,31.378782,NA,NA,0.67,NA,NA,11.06,NA,10.39,NA,NA,NA,0,NA,NA,0.61,NA,NA,11.92,NA,NA,55.38396,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2009,10.14,NA,NA,0.51,NA,NA,16.02,NA,NA,20.731401,NA,NA,1.04,NA,NA,15.64,NA,NA,39309.683597,NA,NA,20.731401,NA,NA,0,NA,NA,0,NA,NA,37.759886,NA,NA,0.41,NA,NA,11.64,NA,11.23,NA,NA,NA,0,NA,NA,0.49,NA,NA,13.92,NA,NA,58.491287,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2010,10.15,NA,NA,0.52,NA,NA,13.97,NA,NA,19.459504,NA,NA,1.51,NA,NA,15.36,NA,NA,40293.727259,NA,NA,19.459504,NA,NA,0,NA,NA,0,NA,NA,31.630412,NA,NA,1.17,NA,NA,12.03,NA,10.86,NA,NA,NA,0,NA,NA,0.48,NA,NA,12.26,NA,NA,51.089916,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2011,8.24,NA,NA,0.58,NA,NA,13.65,NA,NA,15.604838,NA,NA,1.54,NA,NA,12.79,NA,NA,40026.047924,NA,NA,15.604838,NA,NA,0,NA,NA,0,NA,NA,35.948619,NA,NA,1.23,NA,NA,9.96,NA,8.73,NA,NA,NA,0,NA,NA,0.47,NA,NA,10.7,NA,NA,51.553457,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2012,9.75,NA,NA,1.01,NA,NA,15.54,NA,NA,16.923073,NA,NA,0.9,NA,NA,13.48,NA,NA,39781.208946,NA,NA,16.923073,NA,NA,0,NA,NA,0.230366,NA,NA,34.865074,NA,NA,0.59,NA,NA,8.95,NA,8.36,NA,NA,NA,0,NA,NA,0.93,NA,NA,11.66,NA,NA,51.788147,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2013,8.65,NA,NA,0.96,NA,NA,13.99,NA,NA,17.494284,NA,NA,0.83,NA,NA,12.71,NA,NA,40317.877515,NA,NA,17.494284,NA,NA,0,NA,NA,0.085048,NA,NA,34.852491,NA,NA,0.47,NA,NA,9.15,NA,8.68,NA,NA,NA,0,NA,NA,0.87,NA,NA,10.92,NA,NA,52.346775,NA,NA
"Slovenia","Donor","DAC","EU","2017-05-16",2015,2014,8.75,NA,NA,0.27,NA,NA,13.64,NA,NA,17.061481,NA,NA,0.54,NA,NA,12.71,NA,NA,41717.666789,NA,NA,17.061481,NA,NA,0,NA,NA,0.067537,NA,NA,34.88275,NA,NA,0.37,NA,NA,9.11,NA,8.74,NA,NA,NA,0,NA,NA,0.22,NA,NA,10.29,NA,NA,51.944231,NA,NA
