"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Africa_Fragile_ODA_Constant Prices","Africa_Fragile_ODA_Current Prices","Africa_Fragile_ODA_National currency","Africa_ODA_Bilateral_Constant Prices","Africa_ODA_Bilateral_Current Prices","Africa_ODA_Bilateral_National currency","Africa_ODA_Constant Prices","Africa_ODA_Current Prices","Africa_ODA_National currency","Bilat_ODA_Ex_Debt_Relief_Constant Prices","Bilat_ODA_Ex_Debt_Relief_Current Prices","Bilat_ODA_Ex_Debt_Relief_National currency","Fragile_State_ODA_Bilateral_Constant Prices","Fragile_State_ODA_Bilateral_Current Prices","Fragile_State_ODA_Bilateral_National currency","Fragile_State_ODA_Constant Prices","Fragile_State_ODA_Current Prices","Fragile_State_ODA_National currency","GNI_Constant Prices","GNI_Current Prices","GNI_National currency","IA_Bilateral_ODA_Constant Prices","IA_Bilateral_ODA_Current Prices","IA_Bilateral_ODA_National currency","IA6_Debt_Relief_Constant Prices","IA6_Debt_Relief_Current Prices","IA6_Debt_Relief_National currency","IA82_In_Donor_Refugee_Cost_Constant Prices","IA82_In_Donor_Refugee_Cost_Current Prices","IA82_In_Donor_Refugee_Cost_National currency","IB_Multilateral_ODA_Constant Prices","IB_Multilateral_ODA_Current Prices","IB_Multilateral_ODA_National currency","LDC_ODA_Bilateral_Constant Prices","LDC_ODA_Bilateral_Current Prices","LDC_ODA_Bilateral_National currency","LDC_ODA_Constant Prices","LDC_ODA_Current Prices","LDC_ODA_Imputed_Multilateral_Constant Prices","LDC_ODA_Imputed_Multilateral_Current Prices","LDC_ODA_Imputed_Multilateral_National currency","LDC_ODA_National currency","SSA_ODA_Bilateral_Constant Prices","SSA_ODA_Bilateral_Current Prices","SSA_ODA_Bilateral_National currency","SSA_ODA_Constant Prices","SSA_ODA_Current Prices","SSA_ODA_National currency","Total_ODA_Constant Prices","Total_ODA_Current Prices","Total_ODA_Ex_DR_Constant Prices","Total_ODA_Ex_DR_Current Prices","Total_ODA_Ex_DR_National currency","Total_ODA_National currency"
"Slovenia","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,0.450223088135149,0.47,0.416937,17.9948227752606,18.7852798473846,16.6644217526149,24.494052,25.57,22.683147,NA,NA,NA,NA,NA,NA,45684.184921,47690.95,42306.641745,24.494052,25.57,22.683147,0,0,0,1.302773,1.36,1.206456,48.652831,50.79,45.055809,0.440643873493976,0.46,0.408066,12.1218514557163,12.6543270088282,11.6812075822223,12.1943270088282,10.8175874895315,11.2256534895315,0.364010156364589,0.38,0.337098,12.6560809518562,13.2120235592778,11.7203860994354,73.146883,76.36,73.146883,76.36,67.738956,67.738956
"Spain","Donor","DAC","EU","2018-04-10",2007,816.33,974.11,711.587355,637.48,760.68,555.67674,1312.69,1566.41,1144.262505,2594.817528,3096.36,2261.89098,790.53,943.33,689.102565,1522.37,1816.6,1327.0263,1173448.646713,1400260.1,1022890.00305,2798.146785,3338.99,2439.132195,203.329257,242.63,177.241215,22.350044,26.67,19.482435,1509.11824,1800.81,1315.491705,365.46,436.08,318.55644,943.85,1126.27,578.39,690.19,504.183795,822.740235,400.09,477.39,348.733395,997.05,1189.76,869.11968,4307.265025,5139.8,4103.935768,4897.17,3577.382685,3754.6239
"Spain","Donor","DAC","EU","2018-04-10",2008,1020.84,1310.91,908.853903,867.82,1114.4,772.61352,1640.76,2106.99,1460.776167,3473.154438,4460.1,3092.18733,1061.82,1363.56,945.356148,1862.89,2392.21,1658.519193,1197242.419257,1537455.65,1065918.002145,3739.101772,4801.62,3328.963146,265.947334,341.52,236.775816,31.491304,40.44,28.037052,1608.205768,2065.2,1431.80316,551.27,707.91,490.794003,1202.57,1544.28,651.3,836.37,579.855321,1070.649324,568.29,729.76,505.942608,1273.46,1635.33,1133.774289,5347.30754,6866.82,5081.360206,6525.3,4523.99049,4760.766306
"Spain","Donor","DAC","EU","2018-04-10",2009,1085.18,1348.83,968.594823,1269.37,1577.71,1132.953551,1989.57,2472.93,1775.811033,3521.178857,4376.63,3142.858003,1087.23,1351.33,970.390073,1814.13,2254.88,1619.229328,1153471.772389,1433701.43,1029540.996883,3598.744668,4473.04,3212.090024,77.565811,96.41,69.232021,31.755239,39.47,28.343407,1698.442649,2111.07,1515.959367,797.43,991.12,711.723272,1371.47,1704.66,574.04,713.54,512.393074,1224.116346,819.87,1019.01,731.751081,1457.51,1811.61,1300.917141,5297.187317,6584.11,5219.621506,6487.7,4658.81737,4728.049391
"Spain","Donor","DAC","EU","2018-04-10",2010,1047.01,1239.8,936.049,1051.2,1244.7,939.7485,1770.79,2096.77,1583.06135,3090.770481,3659.76,2763.1188,960.58,1137.44,858.7672,1730.9,2049.62,1547.4631,1172833.766196,1388744.37,1048501.99935,3377.133099,3998.84,3019.1242,286.362618,339.08,256.0054,31.357332,37.13,28.03315,1647.353574,1950.62,1472.7181,749.69,887.7,670.2135,1361.83,1612.57,612.14,724.87,547.27685,1217.49035,737.22,872.92,659.0546,1389.21,1644.95,1241.93725,5024.486673,5949.46,4738.124055,5610.38,4235.8369,4491.8423
"Spain","Donor","DAC","EU","2018-04-10",2011,639.35,794.93,571.713656,596.36,741.51,533.293992,1168.59,1453,1044.9976,1810.600051,2251.29,1619.127768,523.05,650.34,467.724528,1060.26,1318.27,948.099784,1172079.242562,1457356.79,1048131.003368,1835.049252,2281.69,1640.991448,24.449201,30.4,21.86368,28.092454,34.93,25.121656,1521.174592,1891.42,1360.309264,443.69,551.66,396.753872,863.19,1073.25,419.5,521.59,375.127528,771.8814,347.44,432,310.6944,822.03,1022.09,735.087128,3356.223844,4173.11,3331.774643,4142.71,2979.437032,3001.300712
"Spain","Donor","DAC","EU","2018-04-10",2012,342.44,393.86,306.42308,265.45,305.31,237.53118,624.65,718.47,558.96966,790.887386,909.68,707.73104,243.77,280.39,218.14342,535.96,616.47,479.61366,1136519.136366,1307226.22,1017021.99916,856.771484,985.46,766.68788,65.884098,75.78,58.95684,19.753058,22.72,17.67616,914.509184,1051.87,818.35486,228.65,263,204.614,419.24,482.23,190.59,219.23,170.56094,375.17494,218.07,250.82,195.13796,463.93,533.61,415.14858,1771.280668,2037.33,1705.39657,1961.55,1526.0859,1585.04274
"Spain","Donor","DAC","EU","2018-04-10",2013,521.12,621.34,467.993288,350.55,417.95,314.79994,728.65,868.79,654.372628,588.161495,701.25,528.1815,348.14,415.09,312.645788,684.4,816.04,614.641328,1132514.449817,1350268.19,1017022.000708,792.552333,944.94,711.728808,204.390838,243.69,183.547308,20.57412,24.53,18.475996,1176.868167,1403.15,1056.85258,133.83,159.57,120.188124,376.22,448.61,242.39,289.04,217.704928,337.893052,313.42,373.69,281.463308,597.96,712.97,537.009004,1969.4205,2348.09,1765.029662,2104.4,1585.03408,1768.581388
"Spain","Donor","DAC","EU","2018-04-10",2014,384.88,457.69,344.960953,118.6,141.04,106.301848,599.23,712.57,537.064009,390.157614,463.96,349.686652,143.35,170.51,128.513387,560.55,666.6,502.41642,1174026.508988,1396105.88,1052245.001756,390.157614,463.96,349.686652,0,0,0,15.498329,18.43,13.890691,1188.13236,1412.88,1064.887656,104.22,123.94,93.413578,409.44,486.88,305.22,362.94,273.547878,366.961456,100.21,119.16,89.810892,459.32,546.19,411.663403,1578.289974,1876.84,1578.289974,1876.84,1414.574308,1414.574308
"Spain","Donor","DAC","EU","2018-04-10",2015,271.53,271.55,244.802325,19.45,19.45,17.534175,380.56,380.59,343.101885,232.826644,232.89,209.950335,89.36,89.39,80.585085,421.41,421.45,379.937175,1195969.192863,1196294.64,1078459.61796,354.473541,354.57,319.644855,121.646897,121.68,109.69452,32.281216,32.29,29.109435,1041.886482,1042.17,939.516255,77.2,77.22,69.61383,310.26,310.28,233.06,233.06,210.10359,279.71742,32,32.01,28.857015,299.02,299.03,269.575545,1396.360023,1396.74,1274.713126,1275.06,1149.46659,1259.16111
"Spain","Donor","DAC","EU","2018-04-10",2016,538.57,538.57,487.028851,94.88,94.88,85.799984,742.44,742.44,671.388492,430.96,430.96,389.717128,200.5,200.5,181.31215,864.48,864.48,781.749264,1232556.67,1232556.67,1114600.996681,2597.06,2597.06,2348.521358,2166.1,2166.1,1958.80423,88.55,88.55,80.075765,1680.51,1680.51,1519.685193,80.7,80.7,72.97701,566.5,566.5,485.8,485.8,439.30894,512.28595,111.89,111.89,101.182127,601.48,601.48,543.918364,4277.57,4277.57,2111.47,2111.47,1909.402321,3868.206551
"Spain","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,138.59144508578,142.34,126.269814,732.752310918797,752.571443869611,667.606127856732,746.460105,766.65,680.095215,NA,NA,NA,NA,NA,NA,1227390.5593,1260588.43,1118267.996253,791.277895,812.68,720.928428,44.81779,46.03,40.833213,212.638652,218.39,193.733769,1559.674668,1601.86,1421.010006,107.12259932793,110.02,97.598742,552.058824053978,566.990646263964,444.936224726048,456.970646263964,405.378660300763,502.977402300763,135.826237104583,139.5,123.75045,565.965520163935,581.273484018243,515.647707672583,2350.952563,2414.54,2306.134773,2368.51,2101.105221,2141.938434
"Sweden","Donor","DAC","EU","2018-04-10",2007,1234.18,1340.77,9060.253275,921.22,1000.75,6762.568125,1542.55,1675.77,11324.015775,2630.99187,2858.14,19313.88105,987.38,1072.62,7248.22965,1695.43,1841.84,12446.2338,427306.139434,464197.85,3136816.971375,2699.184428,2932.22,19814.47665,68.192558,74.08,500.5956,237.707401,258.23,1744.989225,1294.922181,1406.72,9505.9104,689.03,748.5,5057.98875,1262.04,1371.02,573.01,622.52,4206.6789,9264.66765,852.29,925.88,6256.6341,1435.23,1559.18,10536.15885,3994.106609,4338.94,3925.914051,4264.86,28819.79145,29320.38705
"Sweden","Donor","DAC","EU","2018-04-10",2008,1230.35,1397.59,9335.481923,903.29,1026.05,6853.706185,1563.05,1775.48,11859.673756,2766.406736,3142.36,20990.022092,1030.97,1171.1,7822.59667,1740.26,1976.81,13204.497757,425248.584274,483039.65,3226559.950105,2766.406736,3142.36,20990.022092,0,0,0,330.548612,375.47,2508.026959,1399.234716,1589.39,10616.648383,794.68,902.69,6029.698393,1367.9,1553.83,573.22,651.14,4349.419858,10379.118251,833.8,947.12,6326.477464,1442.25,1638.27,10943.152119,4165.641452,4731.75,4165.641452,4731.75,31606.670475,31606.670475
"Sweden","Donor","DAC","EU","2018-04-10",2009,1224.87,1246.92,9516.742824,898.33,914.48,6979.494256,1587.35,1615.95,12333.25359,2935.662109,2988.55,22809.21131,1044.73,1063.51,8116.921022,1782.85,1814.95,13852.06139,398403.841843,405581.35,3095477.97947,2955.72074,3008.97,22965.060834,20.058631,20.42,155.849524,301.429548,306.86,2342.016892,1512.019962,1539.26,11747.940172,793.45,807.73,6164.756906,1377.3,1402.09,583.85,594.36,4536.274392,10701.031298,815.94,830.61,6339.381642,1438.09,1463.99,11173.464478,4467.740702,4548.23,4447.682071,4527.81,34557.151482,34713.001006
"Sweden","Donor","DAC","EU","2018-04-10",2010,1114.44,1215,8750.673,802.02,874.4,6297.60368,1408.99,1536.15,11063.65953,2686.722469,2929.11,21096.036042,992.34,1081.88,7791.916136,1697.04,1850.18,13325.366396,428903.678343,467598,3367734.3156,2686.722469,2929.11,21096.036042,0,0,0,363.854232,396.68,2856.968696,1471.606368,1604.37,11554.993614,760.14,828.75,5968.82325,1292.91,1409.59,532.77,580.84,4183.325848,10152.149098,740.28,807.09,5812.823598,1299.32,1416.58,10202.492476,4158.328837,4533.48,4158.328837,4533.48,32651.029656,32651.029656
"Sweden","Donor","DAC","EU","2018-04-10",2011,1460.29,1787.78,11601.261976,1103.9,1351.45,8769.82934,1847.25,2261.53,14675.520476,2830.163666,3464.85,22484.10462,1220.26,1493.9,9694.21588,1983.11,2427.83,15754.674436,449228.905068,549972,3568878.3024,2982.329327,3651.14,23692.977688,152.165661,186.29,1208.873068,399.417502,488.99,3173.153908,1594.41089,1951.97,12666.723724,983.38,1203.91,7812.412772,1582.77,1937.72,599.39,733.81,4761.839852,12574.252624,1019.61,1248.25,8100.1439,1697.73,2078.47,13487.607524,4576.740217,5603.11,4424.574556,5416.82,35150.828344,36359.701412
"Sweden","Donor","DAC","EU","2018-04-10",2012,1245.15,1475.45,9987.173505,1013.96,1201.49,8132.765661,1669.52,1978.33,13391.117937,3069.961676,3637.81,24623.972109,1058.75,1254.53,8491.788117,1747.17,2070.28,14013.518292,454038.674204,538021.84,3641816.032776,3069.961676,3637.81,24623.972109,0,0,0,481.624337,570.71,3863.078919,1351.917006,1601.98,10843.642422,803.23,951.78,6442.503642,1301.1,1541.73,497.87,589.95,3993.312555,10435.816197,829.23,982.59,6651.053451,1422.69,1685.85,11411.350065,4421.878682,5239.79,4421.878682,5239.79,35467.614531,35467.614531
"Sweden","Donor","DAC","EU","2018-04-10",2013,1274.79,1586.55,10333.51746,938.04,1167.47,7603.965604,1574.15,1959.13,12760.205516,3147.997646,3917.93,25518.261676,1125.54,1400.85,9124.01622,1883,2343.51,15263.749332,461849.989945,574808.54,3743842.982728,3147.997646,3917.93,25518.261676,0,0,0,566.585421,705.16,4592.848112,1534.141954,1909.36,12436.043552,860.66,1071.15,6976.61418,1448.93,1803.26,588.27,732.11,4768.378852,11744.993032,859.93,1070.26,6970.817432,1448.81,1803.14,11744.211448,4682.1396,5827.29,4682.1396,5827.29,37954.305228,37954.305228
"Sweden","Donor","DAC","EU","2018-04-10",2014,1216.74,1462.76,10034.387324,922.34,1108.87,7606.737313,1599.83,1923.35,13193.988665,3612.563027,4343.15,29793.574685,1107.18,1331.03,9130.732697,1836.8,2208.16,15147.756784,473708.669356,569509.18,3906776.023882,3612.563027,4343.15,29793.574685,0,0,0,911.069739,1095.32,7513.785668,1571.714244,1889.57,12962.261243,819.32,985.02,6757.138698,1353.92,1627.72,534.6,642.7,4408.85773,11165.996428,818.02,983.45,6746.368655,1420.38,1707.61,11714.033839,5184.277271,6232.72,5184.277271,6232.72,42755.835928,42755.835928
"Sweden","Donor","DAC","EU","2018-04-10",2015,1358.3,1357.17,11439.993081,873.84,873.11,7359.706123,1660.63,1659.28,13986.568904,4831.682035,4827.67,40693.878731,1100.57,1099.66,9269.364038,1974.74,1973.12,16632.020416,505157.932941,504738.47,4254591.985171,4831.682035,4827.67,40693.878731,0,0,0,2398.571678,2396.58,20201.491794,2263.509528,2261.63,19063.957759,847.97,847.26,7141.808718,1474.46,1473.23,626.49,625.97,5276.488921,12418.297639,803.38,802.72,6766.367696,1523.37,1522.14,12830.574702,7095.191563,7089.3,7095.191563,7089.3,59757.83649,59757.83649
"Sweden","Donor","DAC","EU","2018-04-10",2016,1263.03,1263.03,10807.116195,842.97,842.97,7212.872805,1520.39,1520.39,13009.217035,3451.99,3451.99,29536.952435,1134.31,1134.31,9705.723515,1874.15,1874.15,16036.164475,520233.51,520233.51,4451378.028315,3451.99,3451.99,29536.952435,0,0,0,821.49,821.49,7029.079185,1441.75,1441.75,12336.333875,837.57,837.57,7166.667705,1405.62,1405.62,568.05,568.05,4860.519825,12027.18753,797.01,797.01,6819.616065,1400.72,1400.72,11985.26068,4893.74,4893.74,4893.74,4893.74,41873.28631,41873.28631
"Sweden","Donor","DAC","EU","2018-04-10",2017,NA,NA,NA,969.684674540492,993.44,8490.93168,1690.00579341494,1731.40753844103,14798.3402310555,3673.11604,3763.1,32163.2157,NA,NA,NA,NA,NA,NA,533406.580915,546473.97,4670713.02159,3673.11604,3763.1,32163.2157,0,0,0,808.366642,828.17,7078.36899,1706.591928,1748.4,14943.5748,985.116622825728,1009.25,8626.05975,1605.3934849444,1644.72239848374,620.276862118673,635.472398483743,5431.38258984055,14057.4423398406,955.56068392143,978.97,8367.25659,1588.03979187455,1626.94357481461,13905.4867339405,5379.707968,5511.5,5379.707968,5511.5,47106.7905,47106.7905
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2007,509.18,413.53,496.153294,387.53,314.73,377.613054,633.82,514.74,617.585052,1476.690087,1199.29,1438.908142,456.91,371.08,445.221784,750.5,609.53,731.314094,559527.888158,454419.114,545212.052977,1555.530456,1263.32,1515.731336,78.840369,64.03,76.823194,187.736859,152.47,182.933506,519.05603,421.55,505.77569,363.4,295.14,354.108972,604.85,491.25,241.45,196.11,235.292778,589.40175,367.29,298.3,357.90034,604.76,491.16,589.293768,2074.586486,1684.87,1995.746117,1620.84,1944.683832,2021.507026
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2008,428.11,387.69,425.140854,311.68,282.26,309.526316,564.59,511.27,560.658682,1602.636498,1451.34,1591.539444,458.56,415.29,455.407014,733.74,664.49,728.679734,533525.518161,483158.175,529831.254705,1711.802265,1550.2,1699.94932,109.165767,98.86,108.409876,287.876952,260.7,285.88362,538.253707,487.44,534.526704,320.91,290.62,318.693892,551.27,499.23,230.36,208.61,228.761726,547.455618,286.92,259.83,284.929578,526.1,476.41,522.431206,2250.055972,2037.64,2140.890205,1938.78,2126.066148,2234.476024
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2009,469.78,432.52,468.808428,512.41,471.81,511.394859,784.56,722.35,782.955165,1724.502309,1587.75,1720.962225,405.25,373.13,404.435607,721.42,664.2,719.92638,568001.596002,522959.308,566835.593941,1901.378518,1750.6,1897.47534,176.876209,162.85,176.513115,370.142114,340.79,369.382281,607.65694,559.47,606.409533,511.55,471,510.5169,759.44,699.21,247.89,228.21,247.356819,757.873719,485.02,446.57,484.037223,735.03,676.73,733.507647,2509.035458,2310.07,2332.159249,2147.22,2327.371758,2503.884873
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2010,529.3,508.18,529.879286,355.96,341.77,356.363579,660,633.68,660.738136,1751.897095,1681.97,1753.790119,452.75,434.71,453.272117,785.84,754.49,786.706723,609515.80919,585186.943,610174.425466,1783.498466,1712.31,1785.425637,31.601371,30.34,31.635518,380.716319,365.52,381.127704,612.070851,587.64,612.732228,380.54,365.36,380.960872,644.66,618.94,264.12,253.58,264.407866,645.368738,335.11,321.75,335.488725,625.49,600.54,626.183058,2395.569317,2299.95,2363.967946,2269.61,2366.522347,2398.157865
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2011,500.39,566.37,502.483464,504.89,571.48,507.017056,786.14,889.81,789.439432,2025.684426,2292.82,2034.189904,475.93,538.67,477.908024,774.4,876.47,777.604184,587972.517053,665510.94,590441.305968,2094.428813,2370.63,2103.222936,68.744387,77.81,69.033032,474.840743,537.46,476.834512,601.056179,680.32,603.579904,468.02,529.72,469.967584,708.51,801.92,240.49,272.2,241.49584,711.463424,433.42,490.58,435.242576,701.19,793.65,704.12628,2695.484992,3050.95,2626.740605,2973.14,2637.769808,2706.80284
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2012,558.43,596.87,559.565625,506.01,540.84,507.0375,773.78,827.06,775.36875,2281.312787,2438.45,2286.046875,539.21,576.33,540.309375,837.49,895.16,839.2125,610711.442051,652777.35,611978.765625,2295.477144,2453.59,2300.240625,14.164357,15.14,14.19375,612.210815,654.38,613.48125,559.97858,598.55,561.140625,443.06,473.56,443.9625,663.13,708.78,220.07,235.22,220.51875,664.48125,421.21,450.19,422.053125,678.66,725.38,680.04375,2855.455724,3052.14,2841.291367,3037,2847.1875,2861.38125
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2013,581.36,628.92,582.883056,523.86,566.69,525.208292,814.64,881.28,816.770304,2316.262078,2505.62,2322.208616,597.33,646.19,598.888892,937.77,1014.49,940.229332,645107.209209,697845.697673,646763.392604,2316.262078,2505.62,2322.208616,0,0,0,416.269352,450.3,417.33804,642.014357,694.5,643.6626,490.84,530.99,492.121532,764.39,826.94,273.55,295.95,274.28646,766.407992,439.52,475.45,440.64706,719.53,778.39,721.411852,2958.276435,3200.12,2958.276435,3200.12,2965.871216,2965.871216
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2014,636.31,692.67,633.79305,597.62,650.58,595.2807,913.45,994.37,909.84855,2552.291657,2778.52,2542.3458,682.22,742.65,679.52475,1049.96,1142.98,1045.8267,640787.895444,697585.63,638290.85145,2552.291657,2778.52,2542.3458,0,0,0,444.087284,483.45,442.35675,682.890411,743.42,680.2293,532.01,579.16,529.9314,800.91,871.88,268.9,292.72,267.8388,797.7702,494.25,538.06,492.3249,791.86,862.03,788.75745,3235.182068,3521.94,3235.182068,3521.94,3222.5751,3222.5751
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2015,696.38,716.76,689.738148,636.14,654.73,630.046679,983.71,1012.47,974.299881,2649.108533,2726.49,2623.701327,746.77,768.61,739.633403,1155.41,1189.2,1144.36716,666727.564485,686202.93,660333.079539,2649.108533,2726.49,2623.701327,0,0,0,483.487156,497.61,478.850103,780.054317,802.84,772.572932,600.59,618.14,594.836122,901.57,927.94,300.98,309.8,298.12054,892.956662,534.37,549.98,529.245754,870.91,896.37,862.576851,3429.16285,3529.33,3429.16285,3529.33,3396.274259,3396.274259
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2016,670.89,670.89,660.893739,583.7,583.7,575.00287,961.7,961.7,947.37067,2772.51,2772.51,2731.199601,686.21,686.21,675.985471,1101.94,1101.94,1085.521094,675175.57,675175.57,665115.454007,2772.51,2772.51,2731.199601,0,0,0,691.47,691.47,681.167097,809.98,809.98,797.911298,573.74,573.74,565.191274,896.23,896.23,322.49,322.49,317.684899,882.876173,490.91,490.91,483.595441,834.14,834.14,821.711314,3582.49,3582.49,3582.49,3582.49,3529.110899,3529.110899
"Switzerland","Donor","DAC","Non-EU","2018-04-10",2017,NA,NA,NA,489.912354803393,491.93,484.403471,870.291914831234,873.876107563646,860.505803117923,2279.462308,2288.85,2253.830595,NA,NA,NA,NA,NA,NA,675385.456046,678166.95,667790.995665,2279.462308,2288.85,2253.830595,0,0,0,283.582101,284.75,280.393325,804.417105,807.73,795.371731,499.731914127609,501.79,494.112613,852.530171847968,856.041214975023,352.798257720359,354.251214975023,348.831171385905,842.943784385905,444.210572106815,446.04,439.215588,799.401538387378,802.693777618076,790.412562820519,3083.879413,3096.58,3083.879413,3096.58,3049.202326,3049.202326
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2007,3.23,3.28,105.95056,0.66,0.66,21.31932,3.79,3.84,124.03968,58.120808,60.63,1958.47026,46.63,48.61,1570.20022,50.49,52.56,1697.79312,180145.747777,187923,6070288.746,58.120808,60.63,1958.47026,0,0,0,0,0,0,6.0201,6.28,202.85656,47.12,49.13,1586.99726,50.55,52.63,3.43,3.5,113.057,1700.05426,0.59,0.59,19.05818,3.65,3.7,119.5174,64.140908,66.91,64.140908,66.91,2161.32682,2161.32682
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2008,1.8,1.88,62.663972,1.15,1.24,41.331556,3.48,3.69,122.994711,152.333128,166.38,5545.761522,118.71,129.65,4321.480835,120,130.95,4364.812305,180096.49486,196703.47,6556500.391693,152.333128,166.38,5545.761522,0,0,0,0,0,0,9.760014,10.66,355.318054,119.37,130.38,4345.813122,120.3,131.32,0.93,0.94,31.331986,4377.145108,1.09,1.18,39.331642,2.09,2.19,72.996861,162.093142,177.04,162.093142,177.04,5901.079576,5901.079576
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2009,1.63,1.66,56.86579,1.46,1.5,51.38475,2.2,2.25,77.077125,32.938473,34.77,1191.098505,27.45,28.91,990.355415,28.14,29.6,1013.9924,194636.781054,205459.46,7038321.99149,32.938473,34.77,1191.098505,0,0,0,0,0,0,3.514574,3.71,127.091615,28.24,29.76,1019.47344,28.75,30.27,0.51,0.51,17.470815,1036.944255,1.36,1.4,47.9591,2.06,2.11,72.281215,36.453047,38.48,36.453047,38.48,1318.19012,1318.19012
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2010,3.41,3.54,112.23924,1.06,1.11,35.19366,4.61,4.79,151.87174,-4.120558,-4.39,-139.18934,-8.12,-8.67,-274.89102,-4.7,-5.12,-162.33472,318915.964791,339769.8,10772741.2788,-4.120558,-4.39,-139.18934,0,0,0,0,0,0,8.316205,8.86,280.91516,-7.57,-8.08,-256.18448,-4.64,-5.03,2.93,3.05,96.7033,-159.48118,0.99,1.04,32.97424,4.05,4.21,133.48226,4.195647,4.47,4.195647,4.47,141.72582,141.72582
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2011,3.19,3.53,107.665,0.66,0.73,22.265,4.19,4.65,141.825,12.516182,14.14,431.27,8.91,10.03,305.915,12.25,13.72,418.46,307167.99187,347019.19,10584085.295,12.516182,14.14,431.27,0,0,0,0,0,0,7.656646,8.65,263.825,9.29,10.46,319.03,12.2,13.7,2.91,3.24,98.82,417.85,0.64,0.71,21.655,3.7,4.11,125.355,20.172828,22.79,20.172828,22.79,695.095,695.095
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2012,2.3,2.44,75.770052,0.82,0.86,26.705838,3.14,3.35,104.028555,4.604467,5.08,157.750764,0.630000000000001,0.659999999999999,20.495178,3,3.18,98.749494,345857.011441,381575.92,11849191.516536,4.604467,5.08,157.750764,0,0,0,0,0,0,5.809967,6.41,199.051653,1.51,1.64,50.927412,3.5,3.77,1.99,2.13,66.143529,117.070941,0.74,0.78,24.221574,2.75,2.93,90.986169,10.414434,11.49,10.414434,11.49,356.802417,356.802417
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2013,4.25,4.67,143.367132,1.31,1.4,42.97944,5.81,6.36,195.249456,24.982332,27.72,850.992912,20.49,22.68,696.266928,25.33,28.02,860.202792,338725.114191,375844.0213,11538261.116301,24.982332,27.72,850.992912,0,0,0,0,0,0,7.786701,8.64,265.244544,21.67,24,736.7904,25.63,28.37,3.96,4.37,134.157252,870.947652,1.2,1.29,39.602484,5.03,5.52,169.461792,32.769033,36.36,32.769033,36.36,1116.237456,1116.237456
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2014,0.71,0.78,25.3344,0.81,0.88,28.5824,0.81,0.88,28.5824,54.297073,60.49,1964.7152,50.19,55.91,1815.9568,50.19,55.91,1815.9568,337365.352527,375844.02,12207413.7696,54.297073,60.49,1964.7152,0,0,0,0,0,0,7.611823,8.48,275.4304,50.91,56.71,1841.9408,50.91,56.71,0,0,0,1841.9408,0.79,0.86,27.9328,0.79,0.86,27.9328,61.908896,68.97,61.908896,68.97,2240.1456,2240.1456
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2015,1.81,1.83,62.67201,1.28,1.28,43.83616,2.17,2.17,74.31599,54.063439,54.3,1859.6121,49.46,49.68,1701.39096,50.98,51.2,1753.4464,366196.662559,367799,12596012.353,54.063439,54.3,1859.6121,0,0,0,0,0,0,8.084625,8.12,278.08564,49.37,49.59,1698.30873,50.53,50.75,1.16,1.16,39.72652,1738.03525,1.23,1.24,42.46628,1.98,1.99,68.15153,62.148064,62.42,62.148064,62.42,2137.69774,2137.69774
"Thailand","Donor","Non-DAC","Non-EU","2018-04-10",2016,5.65,5.65,199.14668,1.81,1.81,63.797432,6.96,6.96,245.320512,53.73,53.73,1893.832056,47.85,47.85,1686.57852,54.92,54.92,1935.776224,367798.78,367798.78,12963877.158416,53.73,53.73,1893.832056,0,0,0,0,0,0,113.95,113.95,4016.41844,48.73,48.73,1717.596056,54.24,54.24,5.51,5.51,194.212072,1911.808128,1.71,1.71,60.272712,6.54,6.54,230.516688,167.68,167.68,167.68,167.68,5910.250496,5910.250496
"Timor Leste","Donor","Non-DAC","Non-EU","2018-04-10",2014,0.63,0.7,NA,2.87,3.2,NA,2.87,3.2,NA,2.962148,3.3,NA,0.72,0.8,NA,0.72,0.8,NA,0,0,NA,2.962148,3.3,NA,0,0,NA,0,0,NA,0.062833,0.07,NA,0.63,0.7,NA,0.63,0.7,0,0,NA,NA,2.87,3.2,NA,2.87,3.2,NA,3.024981,3.37,3.024981,3.37,NA,NA
