"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Constant_price_date","Time_Period","Africa_Fragile_ODA_Constant_Prices","Africa_Fragile_ODA_Current_Prices","Africa_ODA_Bilateral_Constant_Prices","Africa_ODA_Bilateral_Current_Prices","Africa_ODA_Constant_Prices","Africa_ODA_Current_Prices","Bilat_ODA_Ex_Debt_Relief_Constant_Prices","Bilat_ODA_Ex_Debt_Relief_Current_Prices","Fragile_State_ODA_Bilateral_Constant_Prices","Fragile_State_ODA_Bilateral_Current_Prices","Fragile_State_ODA_Constant_Prices","Fragile_State_ODA_Current_Prices","GNI_Constant_Prices","GNI_Current_Prices","IA_Bilateral_ODA_Constant_Prices","IA_Bilateral_ODA_Current_Prices","IA6_Debt_Relief_Constant_Prices","IA6_Debt_Relief_Current_Prices","IA82_In_Donor_Refugee_Cost_Constant_Prices","IA82_In_Donor_Refugee_Cost_Current_Prices","IB_Multilateral_ODA_Constant_Prices","IB_Multilateral_ODA_Current_Prices","LDC_ODA_Bilateral_Constant_Prices","LDC_ODA_Bilateral_Current_Prices","LDC_ODA_Constant_Prices","LDC_ODA_Current_Prices","LDC_ODA_Imputed_Multilateral_Constant_Prices","LDC_ODA_Imputed_Multilateral_Current_Prices","SSA_ODA_Bilateral_Constant_Prices","SSA_ODA_Bilateral_Current_Prices","SSA_ODA_Constant_Prices","SSA_ODA_Current_Prices","Total_ODA_ONE_Constant_Prices","Total_ODA_ONE_Current_Prices"
"Slovenia","Donor","DAC","EU","2018-01-02",NA,2015,NA,9.04,NA,0.59,NA,14.31,NA,25.1,NA,0.9,NA,13.87,NA,42410.6,NA,25.1,NA,0,NA,7.12,NA,38.19,NA,0.41,NA,9.55,NA,9.14,NA,0.27,NA,10.73,NA,63.29
"Slovenia","Donor","DAC","EU","2018-01-02",NA,2016,NA,12.16,NA,0.55,NA,19.52,NA,27.86,NA,0.92,NA,18.83,NA,43461.57,NA,27.86,NA,0,NA,7.24,NA,53.45,NA,0.41,NA,13.3,NA,12.89,NA,0.3,NA,13.75,NA,81.31
"Slovenia","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,0.450223090810064,NA,18.0068333345822,NA,24.4940519830071,NA,NA,NA,NA,NA,45684.1849205707,NA,24.4940519830071,NA,0,NA,1.30277319893976,NA,48.6528314515812,NA,0.440643876111978,NA,12.2381572361878,NA,11.7975133600759,NA,0.364010158527286,NA,12.7884063041435,NA,73.1468834345883,NA
"Slovenia","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,0.47,NA,18.7978178818554,NA,25.57,NA,NA,NA,NA,NA,47690.95,NA,25.57,NA,0,NA,1.36,NA,50.79,NA,0.46,NA,12.7757416676677,NA,12.3157416676677,NA,0.38,NA,13.350161476909,NA,76.36
"Spain","Donor","DAC","EU","2018-01-02",2016,2007,810.870002336908,NA,622.097186373274,NA,1297.31658176695,NA,2594.8175283546,NA,597.098992729506,NA,1328.9183880796,NA,1173448.64671277,NA,2798.1467849348,NA,203.329256580203,NA,22.350044400915,NA,1509.11823988045,NA,362.22659137051,NA,940.620935017585,NA,578.394343647076,NA,394.532336089492,NA,991.514005751277,NA,4103.93576823505,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2008,1018.77950903204,NA,849.977085871187,NA,1622.92351390655,NA,3473.15443806661,NA,814.459816321128,NA,1615.48676924084,NA,1197242.41925699,NA,3739.10177191305,NA,265.94733384644,NA,31.4913041132292,NA,1608.20576791892,NA,533.436526796347,NA,1184.73182900163,NA,651.29530220528,NA,550.451487104805,NA,1255.63398625953,NA,5081.36020598552,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2009,1011.67024726357,NA,1191.79091604353,NA,1912.0322288236,NA,3521.17885743461,NA,1013.68160009522,NA,1740.62474051034,NA,1153471.77238875,NA,3598.74466803438,NA,77.5658105997699,NA,31.7552385060981,NA,1698.44264892497,NA,794.605049671847,NA,1368.67732947021,NA,574.072279798359,NA,742.29378522628,NA,1379.97308697276,NA,5219.62150635958,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2010,815.104825794526,NA,813.652237311407,NA,1533.2493703409,NA,3090.77048080088,NA,686.415620528487,NA,1456.77734293021,NA,1172833.76619626,NA,3377.13309874029,NA,286.362617939417,NA,31.3573316152252,NA,1647.3535738026,NA,475.486260328685,NA,1087.65940786244,NA,612.173147533754,NA,504.833614856805,NA,1156.83471173001,NA,4738.12405460348,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2011,636.86147151923,NA,571.910239069595,NA,1144.12609315072,NA,1810.60005078678,NA,520.574959633485,NA,1057.75768239333,NA,1172079.24256247,NA,1835.04925170888,NA,24.4492009221016,NA,28.0924535595069,NA,1521.1745923711,NA,420.558425861361,NA,840.04719918238,NA,419.488773321019,NA,322.986812181448,NA,797.566712580229,NA,3331.77464315788,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2012,321.134985648778,NA,199.547613249878,NA,558.754183005541,NA,790.887385940873,NA,222.482721464987,NA,514.67495683018,NA,1136519.13636572,NA,856.771483762743,NA,65.8840978218707,NA,19.7530575681301,NA,914.50918416325,NA,180.403144603301,NA,371.004500706346,NA,190.601356103044,NA,152.173312770679,NA,398.034542950763,NA,1705.39657010412,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2013,316.781055585367,NA,146.191156738408,NA,524.325529107565,NA,588.1614954837,NA,143.758831124287,NA,480.048815600849,NA,1132514.44981742,NA,792.552333037244,NA,204.390837553544,NA,20.5741197635867,NA,1176.86816739815,NA,125.726072260972,NA,368.153450021555,NA,242.427377760583,NA,109.068835469091,NA,393.634157661904,NA,1765.02966288185,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2014,384.88498658768,NA,118.604685504001,NA,599.221077351009,NA,390.157614055846,NA,143.386875533801,NA,560.563551878668,NA,1174026.50898814,NA,390.157614055846,NA,0,NA,15.4983292246082,NA,1188.1323600035,NA,104.224792409004,NA,409.431716379667,NA,305.206923970663,NA,100.205149777771,NA,459.307240324947,NA,1578.28997405935,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2015,271.476125916616,NA,19.444708705867,NA,380.486462023954,NA,232.826643213849,NA,89.3656818106657,NA,421.335346225585,NA,1195969.19286324,NA,354.473540660116,NA,121.646897446267,NA,32.2812156356012,NA,1041.88648185056,NA,77.1989926101309,NA,310.195589576165,NA,232.996596966034,NA,32.0012918084731,NA,298.948650093337,NA,1274.71312506441,NA
"Spain","Donor","DAC","EU","2018-01-02",2016,2016,484.66,NA,40.98,NA,688.54,NA,430.96,NA,146.59,NA,810.57,NA,1232556.67,NA,2597.06,NA,2166.1,NA,88.55,NA,1680.51,NA,68.08,NA,553.88,NA,485.8,NA,57.99,NA,547.58,NA,2111.47,NA
"Spain","Donor","DAC","EU","2018-01-02",NA,2007,NA,967.6,NA,742.34,NA,1548.07,NA,3096.36,NA,712.51,NA,1585.78,NA,1400260.1,NA,3338.99,NA,242.63,NA,26.67,NA,1800.81,NA,432.24,NA,1122.43,NA,690.19,NA,470.79,NA,1183.16,NA,4897.17
"Spain","Donor","DAC","EU","2018-01-02",NA,2008,NA,1308.28,NA,1091.51,NA,2084.1,NA,4460.1,NA,1045.9,NA,2074.55,NA,1537455.65,NA,4801.62,NA,341.52,NA,40.44,NA,2065.2,NA,685.02,NA,1521.39,NA,836.37,NA,706.87,NA,1612.44,NA,6525.3
"Spain","Donor","DAC","EU","2018-01-02",NA,2009,NA,1257.45,NA,1481.33,NA,2376.55,NA,4376.63,NA,1259.95,NA,2163.5,NA,1433701.43,NA,4473.04,NA,96.41,NA,39.47,NA,2111.07,NA,987.65,NA,1701.19,NA,713.54,NA,922.63,NA,1715.23,NA,6487.7
"Spain","Donor","DAC","EU","2018-01-02",NA,2010,NA,965.16,NA,963.44,NA,1815.51,NA,3659.76,NA,812.78,NA,1724.96,NA,1388744.37,NA,3998.84,NA,339.08,NA,37.13,NA,1950.62,NA,563.02,NA,1287.89,NA,724.87,NA,597.77,NA,1369.8,NA,5610.38
"Spain","Donor","DAC","EU","2018-01-02",NA,2011,NA,791.87,NA,711.11,NA,1422.6,NA,2251.29,NA,647.28,NA,1315.21,NA,1457356.79,NA,2281.69,NA,30.4,NA,34.93,NA,1891.42,NA,522.92,NA,1044.51,NA,521.59,NA,401.6,NA,991.69,NA,4142.71
"Spain","Donor","DAC","EU","2018-01-02",NA,2012,NA,369.37,NA,229.52,NA,642.68,NA,909.68,NA,255.9,NA,591.98,NA,1307226.22,NA,985.46,NA,75.78,NA,22.72,NA,1051.87,NA,207.5,NA,426.73,NA,219.23,NA,175.03,NA,457.82,NA,1961.55
"Spain","Donor","DAC","EU","2018-01-02",NA,2013,NA,377.69,NA,174.3,NA,625.14,NA,701.25,NA,171.4,NA,572.35,NA,1350268.19,NA,944.94,NA,243.69,NA,24.53,NA,1403.15,NA,149.9,NA,438.94,NA,289.04,NA,130.04,NA,469.32,NA,2104.4
"Spain","Donor","DAC","EU","2018-01-02",NA,2014,NA,457.69,NA,141.04,NA,712.57,NA,463.96,NA,170.51,NA,666.6,NA,1396105.88,NA,463.96,NA,0,NA,18.43,NA,1412.88,NA,123.94,NA,486.88,NA,362.94,NA,119.16,NA,546.19,NA,1876.84
"Spain","Donor","DAC","EU","2018-01-02",NA,2015,NA,271.55,NA,19.45,NA,380.59,NA,232.89,NA,89.39,NA,421.45,NA,1196294.64,NA,354.57,NA,121.68,NA,32.29,NA,1042.17,NA,77.22,NA,310.28,NA,233.06,NA,32.01,NA,299.03,NA,1275.06
"Spain","Donor","DAC","EU","2018-01-02",NA,2016,NA,484.66,NA,40.98,NA,688.54,NA,430.96,NA,146.59,NA,810.57,NA,1232556.67,NA,2597.06,NA,2166.1,NA,88.55,NA,1680.51,NA,68.08,NA,553.88,NA,485.8,NA,57.99,NA,547.58,NA,2111.47
"Spain","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,93.7736551858866,NA,688.010554707475,NA,746.460105370782,NA,NA,NA,NA,NA,1227390.55929953,NA,791.277895301281,NA,44.817789930499,NA,212.638651812333,NA,1559.67466821788,NA,62.304809421087,NA,510.011993562949,NA,447.707184141862,NA,91.0084472040787,NA,522.252409530702,NA,2306.13477358866,NA
"Spain","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,96.31,NA,706.619533946136,NA,766.65,NA,NA,NA,NA,NA,1260588.43,NA,812.68,NA,46.03,NA,218.39,NA,1601.86,NA,63.99,NA,523.806553159083,NA,459.816553159083,NA,93.47,NA,536.378042022532,NA,2368.51
"Sweden","Donor","DAC","EU","2018-01-02",2016,2007,1166.01173550843,NA,853.014522078376,NA,1474.38790896606,NA,2630.9918698693,NA,919.172717858676,NA,1627.25964367087,NA,427306.139433622,NA,2699.18442786853,NA,68.1925579992296,NA,237.707400811839,NA,1294.92218127263,NA,688.387671746543,NA,1261.43344936102,NA,573.045777614476,NA,784.094748625321,NA,1367.0637953439,NA,3925.91405114193,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2008,1230.38174794849,NA,903.292948921035,NA,1563.06083032047,NA,2766.40673551143,NA,1030.98910626327,NA,1740.30362492724,NA,425248.584273948,NA,2766.40673551143,NA,0,NA,330.548612183988,NA,1399.23471574056,NA,794.691790908366,NA,1367.92912901123,NA,573.237338102863,NA,833.806167128396,NA,1442.26669209967,NA,4165.64145125199,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2009,1204.79482604423,NA,878.237963451368,NA,1567.29416127056,NA,2935.6621095593,NA,1024.63060342313,NA,1762.77249015993,NA,398403.841842669,NA,2955.72074009156,NA,20.0586305322651,NA,301.429547753715,NA,1512.01996244341,NA,773.377101094889,NA,1357.21880741992,NA,583.841706325029,NA,795.852197401364,NA,1418.02337303927,NA,4447.6820720027,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2010,1114.45722433871,NA,802.042302026145,NA,1409.03165857441,NA,2686.72246945082,NA,992.353071495935,NA,1697.07528175061,NA,428903.678342659,NA,2686.72246945082,NA,0,NA,363.854231893563,NA,1471.60636791135,NA,760.169896848316,NA,1292.94465749432,NA,532.774760646004,NA,740.302289046525,NA,1299.35622621706,NA,4158.32883736218,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2011,1324.36156299169,NA,956.710245885952,NA,1700.08307563843,NA,2830.16366601604,NA,1082.81930353526,NA,1845.67332394087,NA,449228.905068378,NA,2982.32932667728,NA,152.165660661249,NA,399.417501780793,NA,1594.41088969315,NA,834.701631720024,NA,1434.0933513498,NA,599.391719629775,NA,872.414276267396,NA,1550.55574813482,NA,4424.57455570919,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2012,1245.1378588164,NA,1013.94197430568,NA,1669.52020077417,NA,3069.96167554365,NA,1058.70263175366,NA,1747.11715500384,NA,454038.674203841,NA,3069.96167554365,NA,0,NA,481.624336578743,NA,1351.91700638225,NA,803.210756897401,NA,1301.07180255041,NA,497.86104565301,NA,829.211432914977,NA,1422.69521792377,NA,4421.8786819259,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2013,1274.76898924908,NA,938.044531769327,NA,1574.13139825884,NA,3147.99764649627,NA,1125.56184084307,NA,1882.97492924592,NA,461849.98994519,NA,3147.99764649627,NA,0,NA,566.58542148617,NA,1534.14195412223,NA,860.652864917056,NA,1448.89220481756,NA,588.239339900505,NA,859.937763344189,NA,1448.79578662796,NA,4682.1396006185,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2014,1216.70048090761,NA,922.340412825086,NA,1599.81191032955,NA,3612.56302719099,NA,1107.129564045,NA,1836.71233416346,NA,473708.66935608,NA,3612.56302719099,NA,0,NA,911.069738540652,NA,1571.71424410607,NA,819.323954513122,NA,1353.91158274969,NA,534.587628236568,NA,818.018053507472,NA,1420.36281290345,NA,5184.27727129706,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2015,1358.2978762245,NA,873.835598127261,NA,1660.65894476137,NA,4831.68203549499,NA,1100.57387252079,NA,1974.75976151557,NA,505157.932941197,NA,4831.68203549499,NA,0,NA,2398.57167797853,NA,2263.50952777148,NA,847.964115482932,NA,1474.45432789571,NA,626.490212412779,NA,803.387100512782,NA,1523.40497455467,NA,7095.19156326647,NA
"Sweden","Donor","DAC","EU","2018-01-02",2016,2016,1263.03,NA,842.97,NA,1520.39,NA,3451.99,NA,1134.31,NA,1874.15,NA,520233.51,NA,3451.99,NA,0,NA,821.49,NA,1441.75,NA,837.57,NA,1405.62,NA,568.05,NA,797.01,NA,1400.72,NA,4893.74,NA
"Sweden","Donor","DAC","EU","2018-01-02",NA,2007,NA,1266.68,NA,926.66,NA,1601.68,NA,2858.14,NA,998.53,NA,1767.75,NA,464197.85,NA,2932.22,NA,74.08,NA,258.23,NA,1406.72,NA,747.82,NA,1370.34,NA,622.52,NA,851.79,NA,1485.09,NA,4264.86
"Sweden","Donor","DAC","EU","2018-01-02",NA,2008,NA,1397.59,NA,1026.05,NA,1775.48,NA,3142.36,NA,1171.1,NA,1976.81,NA,483039.65,NA,3142.36,NA,0,NA,375.47,NA,1589.39,NA,902.69,NA,1553.83,NA,651.14,NA,947.12,NA,1638.27,NA,4731.75
"Sweden","Donor","DAC","EU","2018-01-02",NA,2009,NA,1226.5,NA,894.06,NA,1595.53,NA,2988.55,NA,1043.09,NA,1794.53,NA,405581.35,NA,3008.97,NA,20.42,NA,306.86,NA,1539.26,NA,787.31,NA,1381.67,NA,594.36,NA,810.19,NA,1443.57,NA,4527.81
"Sweden","Donor","DAC","EU","2018-01-02",NA,2010,NA,1215,NA,874.4,NA,1536.15,NA,2929.11,NA,1081.88,NA,1850.18,NA,467598,NA,2929.11,NA,0,NA,396.68,NA,1604.37,NA,828.75,NA,1409.59,NA,580.84,NA,807.09,NA,1416.58,NA,4533.48
"Sweden","Donor","DAC","EU","2018-01-02",NA,2011,NA,1621.36,NA,1171.26,NA,2081.34,NA,3464.85,NA,1325.65,NA,2259.58,NA,549972,NA,3651.14,NA,186.29,NA,488.99,NA,1951.97,NA,1021.89,NA,1755.7,NA,733.81,NA,1068.06,NA,1898.28,NA,5416.82
"Sweden","Donor","DAC","EU","2018-01-02",NA,2012,NA,1475.45,NA,1201.49,NA,1978.33,NA,3637.81,NA,1254.53,NA,2070.28,NA,538021.84,NA,3637.81,NA,0,NA,570.71,NA,1601.98,NA,951.78,NA,1541.73,NA,589.95,NA,982.59,NA,1685.85,NA,5239.79
"Sweden","Donor","DAC","EU","2018-01-02",NA,2013,NA,1586.55,NA,1167.47,NA,1959.13,NA,3917.93,NA,1400.85,NA,2343.51,NA,574808.54,NA,3917.93,NA,0,NA,705.16,NA,1909.36,NA,1071.15,NA,1803.26,NA,732.11,NA,1070.26,NA,1803.14,NA,5827.29
"Sweden","Donor","DAC","EU","2018-01-02",NA,2014,NA,1462.76,NA,1108.87,NA,1923.35,NA,4343.15,NA,1331.03,NA,2208.16,NA,569509.18,NA,4343.15,NA,0,NA,1095.32,NA,1889.57,NA,985.02,NA,1627.72,NA,642.7,NA,983.45,NA,1707.61,NA,6232.72
"Sweden","Donor","DAC","EU","2018-01-02",NA,2015,NA,1357.17,NA,873.11,NA,1659.28,NA,4827.67,NA,1099.66,NA,1973.12,NA,504738.47,NA,4827.67,NA,0,NA,2396.58,NA,2261.63,NA,847.26,NA,1473.23,NA,625.97,NA,802.72,NA,1522.14,NA,7089.3
"Sweden","Donor","DAC","EU","2018-01-02",NA,2016,NA,1263.03,NA,842.97,NA,1520.39,NA,3451.99,NA,1134.31,NA,1874.15,NA,520233.51,NA,3451.99,NA,0,NA,821.49,NA,1441.75,NA,837.57,NA,1405.62,NA,568.05,NA,797.01,NA,1400.72,NA,4893.74
"Sweden","Donor","DAC","EU","2018-04-09",2016,2017,NA,NA,969.684674539967,NA,1690.61454854513,NA,3673.11603998364,NA,NA,NA,NA,NA,533406.580914815,NA,3673.11603998364,NA,0,NA,808.366642085847,NA,1706.59192801345,NA,985.116622825195,NA,1621.28113178873,NA,636.164508963531,NA,955.560683920912,NA,1597.77946747644,NA,5379.70796799709,NA
"Sweden","Donor","DAC","EU","2018-04-09",NA,2017,NA,NA,NA,993.44,NA,1732.03120684925,NA,3763.1,NA,NA,NA,NA,NA,546473.97,NA,3763.1,NA,0,NA,828.17,NA,1748.4,NA,1009.25,NA,1660.99926074247,NA,651.749260742474,NA,978.97,NA,1636.92185289289,NA,5511.5
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2007,438.184009924603,NA,316.531214857441,NA,562.804246652815,NA,1476.69008700502,NA,380.054167261438,NA,673.658509202375,NA,559527.888158331,NA,1555.53045611585,NA,78.8403691108334,NA,187.736858946256,NA,519.056029965201,NA,330.371067251721,NA,571.842015031286,NA,241.470947779565,NA,296.300896811353,NA,533.770107911078,NA,1995.74611697022,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2008,415.583010180321,NA,299.162346533951,NA,552.045740080903,NA,1602.63649792774,NA,350.686468375359,NA,625.864590168732,NA,533525.518160569,NA,1711.80226486391,NA,109.165766936167,NA,287.876951651414,NA,538.253706608996,NA,308.393843717709,NA,538.750617342571,NA,230.356773624862,NA,274.394107080398,NA,513.55172191992,NA,2140.89020453674,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2009,464.287829911058,NA,335.624914779554,NA,607.743830506779,NA,1724.5023087966,NA,399.782591605639,NA,715.922340949948,NA,568001.596002313,NA,1901.37851788967,NA,176.876209093073,NA,370.14211419606,NA,607.656940136945,NA,340.23010438075,NA,588.095745628095,NA,247.865641247345,NA,308.211003096968,NA,558.194597109014,NA,2332.15924893355,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2010,497.695552829894,NA,324.367136978184,NA,628.413155073687,NA,1751.89709518719,NA,421.171072854982,NA,754.245772819286,NA,609515.809189922,NA,1783.49846612008,NA,31.6013709328819,NA,380.716318503197,NA,612.070850856913,NA,359.96815406737,NA,624.090620816223,NA,264.122466748853,NA,303.514815090369,NA,593.895375485167,NA,2363.96794604411,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2011,497.122370212457,NA,436.152698696922,NA,717.394193169324,NA,2025.68442608681,NA,472.649686529218,NA,771.092738810742,NA,587972.517052535,NA,2094.4288129963,NA,68.7443869094891,NA,474.840742685696,NA,601.056179183442,NA,399.258140191071,NA,639.744223172216,NA,240.486082981145,NA,364.678326495692,NA,632.437757682671,NA,2626.74060527025,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2012,544.242485104761,NA,491.823138603086,NA,759.59871161236,NA,2281.31278738196,NA,525.02611214127,NA,823.310250016145,NA,610711.442050609,NA,2295.47714408436,NA,14.1643567023982,NA,612.210814987802,NA,559.9785801995,NA,443.043114926531,NA,663.105201025481,NA,220.06208609895,NA,407.014754516402,NA,664.47111653311,NA,2841.29136758146,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2013,581.390452600339,NA,523.863377828796,NA,814.678779602536,NA,2316.26207760043,NA,597.355302050838,NA,937.821662943646,NA,645107.20951062,NA,2316.26207760043,NA,0,NA,416.269351914286,NA,642.014356883126,NA,490.861343932859,NA,764.44543165001,NA,273.584087717151,NA,439.518683916605,NA,719.564514404976,NA,2958.27643448355,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2014,636.272498240782,NA,597.609484899719,NA,913.407949060428,NA,2552.29165665032,NA,682.183104246635,NA,1049.91805627391,NA,640787.895443675,NA,2552.29165665032,NA,0,NA,444.087284384348,NA,682.890410501628,NA,532.004533300318,NA,800.891139743562,NA,268.886606443244,NA,494.250913715673,NA,791.843131156975,NA,3235.18206715195,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2015,696.417383586823,NA,636.147878726213,NA,983.734734583614,NA,2649.10853308728,NA,746.795810590251,NA,1155.44889860128,NA,666727.564484921,NA,2649.10853308728,NA,0,NA,483.487156435403,NA,780.054316980363,NA,600.596352322059,NA,901.603810097601,NA,301.007457775542,NA,534.370825136839,NA,870.929809316537,NA,3429.16285006764,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",2016,2016,670.89,NA,583.7,NA,961.7,NA,2772.51,NA,686.21,NA,1101.94,NA,675175.57,NA,2772.51,NA,0,NA,691.47,NA,809.98,NA,573.74,NA,896.23,NA,322.49,NA,490.91,NA,834.14,NA,3582.49,NA
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2007,NA,355.87,NA,257.07,NA,457.08,NA,1199.29,NA,308.66,NA,547.11,NA,454419.114,NA,1263.32,NA,64.03,NA,152.47,NA,421.55,NA,268.31,NA,464.42,NA,196.11,NA,240.64,NA,433.5,NA,1620.84
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2008,NA,376.35,NA,270.92,NA,499.93,NA,1451.34,NA,317.58,NA,566.78,NA,483158.175,NA,1550.2,NA,98.86,NA,260.7,NA,487.44,NA,279.28,NA,487.89,NA,208.61,NA,248.49,NA,465.07,NA,1938.78
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2009,NA,427.47,NA,309.01,NA,559.55,NA,1587.75,NA,368.08,NA,659.15,NA,522959.308,NA,1750.6,NA,162.85,NA,340.79,NA,559.47,NA,313.25,NA,541.46,NA,228.21,NA,283.77,NA,513.93,NA,2147.22
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2010,NA,477.83,NA,311.42,NA,603.33,NA,1681.97,NA,404.36,NA,724.14,NA,585186.943,NA,1712.31,NA,30.34,NA,365.52,NA,587.64,NA,345.6,NA,599.18,NA,253.58,NA,291.4,NA,570.19,NA,2269.61
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2011,NA,562.68,NA,493.67,NA,812,NA,2292.82,NA,534.98,NA,872.78,NA,665510.94,NA,2370.63,NA,77.81,NA,537.46,NA,680.32,NA,451.91,NA,724.11,NA,272.2,NA,412.77,NA,715.84,NA,2973.14
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2012,NA,581.73,NA,525.7,NA,811.92,NA,2438.45,NA,561.19,NA,880.02,NA,652777.35,NA,2453.59,NA,15.14,NA,654.38,NA,598.55,NA,473.56,NA,708.78,NA,235.22,NA,435.05,NA,710.24,NA,3037
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2013,NA,628.92,NA,566.69,NA,881.28,NA,2505.62,NA,646.19,NA,1014.49,NA,697845.698,NA,2505.62,NA,0,NA,450.3,NA,694.5,NA,530.99,NA,826.94,NA,295.95,NA,475.45,NA,778.39,NA,3200.12
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2014,NA,692.67,NA,650.58,NA,994.37,NA,2778.52,NA,742.65,NA,1142.98,NA,697585.63,NA,2778.52,NA,0,NA,483.45,NA,743.42,NA,579.16,NA,871.88,NA,292.72,NA,538.06,NA,862.03,NA,3521.94
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2015,NA,716.76,NA,654.73,NA,1012.47,NA,2726.49,NA,768.61,NA,1189.2,NA,686202.93,NA,2726.49,NA,0,NA,497.61,NA,802.84,NA,618.14,NA,927.94,NA,309.8,NA,549.98,NA,896.37,NA,3529.33
"Switzerland","Donor","DAC","Non-EU","2018-01-02",NA,2016,NA,670.89,NA,583.7,NA,961.7,NA,2772.51,NA,686.21,NA,1101.94,NA,675175.57,NA,2772.51,NA,0,NA,691.47,NA,809.98,NA,573.74,NA,896.23,NA,322.49,NA,490.91,NA,834.14,NA,3582.49
"Switzerland","Donor","DAC","Non-EU","2018-04-09",2016,2017,NA,NA,489.912354756418,NA,870.907666007719,NA,2279.4623080199,NA,NA,NA,NA,NA,675385.456045531,NA,2279.4623080199,NA,0,NA,283.582101146281,NA,804.41710468441,NA,499.731914079693,NA,860.427064231481,NA,360.695150151789,NA,444.210572064222,NA,806.628038648444,NA,3083.87941270431,NA
"Switzerland","Donor","DAC","Non-EU","2018-04-09",NA,2017,NA,NA,NA,491.93,NA,874.494394721252,NA,2288.85,NA,NA,NA,NA,NA,678166.95,NA,2288.85,NA,0,NA,284.75,NA,807.73,NA,501.79,NA,863.970629844271,NA,362.180629844271,NA,446.04,NA,809.950039430253,NA,3096.58
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thailand","Donor","Non-DAC","Non-EU","2018-01-02",2016,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
